key,C11,C12,C13,C21,C22,C23,C31,C32,C33
double_pads_island_dist_70_coupler_width_100,8.80703283467935e-14,4.303398549198019e-14,5.90236347089612e-15,4.303398549198019e-14,9.164910743148222e-14,6.563726575600929e-16,5.90236347089612e-15,6.563726575600929e-16,3.0667660050910876e-14
