key,name,partition_regions,island_island_gap,p_MA,p_MA_1cplr,p_MA_1cplr_fixed,p_MA_1cplr_mer,p_MA_1cplr_mer_fixed,p_MA_1cplr_nonmer,p_MA_2cplr,p_MA_2cplr_fixed,p_MA_2cplr_mer,p_MA_2cplr_mer_fixed,p_MA_2cplr_nonmer,p_MA_default,p_MA_default_fixed,p_MA_default_mer,p_MA_default_mer_fixed,p_MA_default_nonmer,p_MA_fixed,p_MA_mer,p_MA_mer_fixed,p_MA_nonmer,p_MA_wire,p_MA_wire_fixed,p_MA_wire_mer,p_MA_wire_mer_fixed,p_MA_wire_nonmer,p_MS,p_MS_1cplr,p_MS_1cplr_fixed,p_MS_1cplr_mer,p_MS_1cplr_mer_fixed,p_MS_1cplr_nonmer,p_MS_2cplr,p_MS_2cplr_fixed,p_MS_2cplr_mer,p_MS_2cplr_mer_fixed,p_MS_2cplr_nonmer,p_MS_default,p_MS_default_fixed,p_MS_default_mer,p_MS_default_mer_fixed,p_MS_default_nonmer,p_MS_fixed,p_MS_mer,p_MS_mer_fixed,p_MS_nonmer,p_MS_wire,p_MS_wire_fixed,p_MS_wire_mer,p_MS_wire_mer_fixed,p_MS_wire_nonmer,p_SA,p_SA_1cplr,p_SA_1cplr_fixed,p_SA_1cplr_mer,p_SA_1cplr_mer_fixed,p_SA_1cplr_nonmer,p_SA_2cplr,p_SA_2cplr_fixed,p_SA_2cplr_mer,p_SA_2cplr_mer_fixed,p_SA_2cplr_nonmer,p_SA_default,p_SA_default_fixed,p_SA_default_mer,p_SA_default_mer_fixed,p_SA_default_nonmer,p_SA_fixed,p_SA_mer,p_SA_mer_fixed,p_SA_nonmer,p_SA_wire,p_SA_wire_fixed,p_SA_wire_mer,p_SA_wire_mer_fixed,p_SA_wire_nonmer,p_substrate,p_substrate_1cplr,p_substrate_1cplr_fixed,p_substrate_1cplr_mer,p_substrate_1cplr_mer_fixed,p_substrate_1cplr_nonmer,p_substrate_2cplr,p_substrate_2cplr_fixed,p_substrate_2cplr_mer,p_substrate_2cplr_mer_fixed,p_substrate_2cplr_nonmer,p_substrate_default,p_substrate_default_fixed,p_substrate_default_mer,p_substrate_default_mer_fixed,p_substrate_default_nonmer,p_substrate_fixed,p_substrate_mer,p_substrate_mer_fixed,p_substrate_nonmer,p_substrate_wire,p_substrate_wire_fixed,p_substrate_wire_mer,p_substrate_wire_mer_fixed,p_substrate_wire_nonmer,p_vacuum,p_vacuum_1cplr,p_vacuum_1cplr_fixed,p_vacuum_1cplr_mer,p_vacuum_1cplr_mer_fixed,p_vacuum_1cplr_nonmer,p_vacuum_2cplr,p_vacuum_2cplr_fixed,p_vacuum_2cplr_mer,p_vacuum_2cplr_mer_fixed,p_vacuum_2cplr_nonmer,p_vacuum_default,p_vacuum_default_fixed,p_vacuum_default_mer,p_vacuum_default_mer_fixed,p_vacuum_default_nonmer,p_vacuum_fixed,p_vacuum_mer,p_vacuum_mer_fixed,p_vacuum_nonmer,p_vacuum_wire,p_vacuum_wire_fixed,p_vacuum_wire_mer,p_vacuum_wire_mer_fixed,p_vacuum_wire_nonmer,total_participation,total_participation_fixed
r01_qb3_roe,r01_qb3_roe,"[{'name': 'mer1cplr', 'metal_edge_dimensions': [2.5, 2.5], 'vertical_dimensions': [3.0, 3.0], 'region': {'_pya_type': 'DBox', 'p1': {'_pya_type': 'DPoint', 'x': 990.5, 'y': 1402.0}, 'p2': {'_pya_type': 'DPoint', 'x': 1009.5, 'y': 1550.0}}}, {'name': '1cplr', 'region': {'_pya_type': 'DBox', 'p1': {'_pya_type': 'DPoint', 'x': 990.5, 'y': 1402.0}, 'p2': {'_pya_type': 'DPoint', 'x': 1009.5, 'y': 1550.0}}}, {'name': 'mer2cplr', 'metal_edge_dimensions': [6.0, 10.0], 'vertical_dimensions': [3.0, 3.0], 'region': {'_pya_type': 'DBox', 'p1': {'_pya_type': 'DPoint', 'x': 917.1949999999999, 'y': 1368.0}, 'p2': {'_pya_type': 'DPoint', 'x': 1082.805, 'y': 1402.0}}}, {'name': '2cplr', 'region': {'_pya_type': 'DBox', 'p1': {'_pya_type': 'DPoint', 'x': 917.1949999999999, 'y': 1368.0}, 'p2': {'_pya_type': 'DPoint', 'x': 1082.805, 'y': 1402.0}}}, {'name': 'merwire', 'metal_edge_dimensions': [7.0, 7.0], 'vertical_dimensions': [3.0, 3.0], 'region': {'_pya_type': 'DBox', 'p1': {'_pya_type': 'DPoint', 'x': 960.0, 'y': 925.0}, 'p2': {'_pya_type': 'DPoint', 'x': 1040.0, 'y': 1075.0}}}, {'name': 'wire', 'region': {'_pya_type': 'DBox', 'p1': {'_pya_type': 'DPoint', 'x': 960.0, 'y': 925.0}, 'p2': {'_pya_type': 'DPoint', 'x': 1040.0, 'y': 1075.0}}}, {'name': 'mer', 'metal_edge_dimensions': [7.0, 7.0], 'vertical_dimensions': [3.0, 3.0]}]",150,1.0441581944230856e-06,4.3684681813976e-09,1.1585299129780009e-07,4.3684681813976e-09,1.1585299129780009e-07,0,1.1610421756632293e-09,4.226893944089124e-08,1.1610421756632293e-09,4.226893944089124e-08,0,8.940894076605176e-07,1.1233955808452419e-05,5.69837180958759e-07,1.0909703581750661e-05,3.2425222670175863e-07,1.5949313013809763e-05,7.117456588062238e-07,1.5616900478192904e-05,3.3241253561686184e-07,1.4453927640550717e-07,4.557235274618654e-06,1.3637896749040393e-07,4.549074965703551e-06,8.16030891510323e-09,6.025213612838802e-06,2.4062628656606496e-08,6.020314487252528e-08,2.4062628656606496e-08,6.020314487252528e-08,0,6.900358467169257e-09,2.3765166159430875e-08,6.900358467169257e-09,2.3765166159430875e-08,0,5.146211435453731e-06,7.527479140769938e-06,3.272437373793941e-06,5.653705079110147e-06,1.8737740616597904e-06,1.0145625361599102e-05,4.104301825577562e-06,8.22471357433786e-06,1.9209117872612413e-06,8.480391902612956e-07,2.5341779097972075e-06,8.009014646598449e-07,2.4870401841957567e-06,4.7137725601450776e-08,4.061934092002593e-05,2.4149718279742337e-07,1.7064778682001866e-07,2.2579129958758192e-07,1.549419036101772e-07,1.570588320984145e-08,7.619113469406341e-08,7.06529073940599e-08,7.32017511678356e-08,6.766352386783209e-08,2.9893835262278145e-09,2.7883158425551246e-05,2.3573878273455467e-05,2.284659325457141e-05,1.853731310247563e-05,5.036565170979839e-06,3.114448432068563e-05,3.511571508869607e-05,2.5640858489355778e-05,5.503625831329859e-06,1.2418494176983194e-05,7.329305353016087e-06,1.1970128783369244e-05,6.880939959402137e-06,4.483653936139507e-07,0.9205718718919297,0.00027025477333741385,0.00026931960950704126,0.00025224421447740875,0.00025130905064703617,1.8010558860005082e-05,0.00015721909360925614,0.00015704797326384091,0.00015395737036781964,0.0001537862500224044,3.2617232414364896e-06,0.9053665276843801,0.9053117550148335,0.038619100303678794,0.038564327634132214,0.8667474273807013,0.9204945314959514,0.05312002675223872,0.05304268635626032,0.867451845139691,0.014777870340602982,0.01475640889834695,0.0140947248637147,0.014073263421458667,0.0006831454768882822,0.07938043939534326,2.4953485956046348e-05,2.581187414306406e-05,2.334434539651349e-05,2.42027335835312e-05,1.6091405595328575e-06,1.4283733422843627e-05,1.4402419290601386e-05,1.3980038472130063e-05,1.4098724339887823e-05,3.036949507135639e-07,0.07799652903973898,0.07804288985533155,0.0035215082833349835,0.0035678690989275467,0.074475020756404,0.07944822908135285,0.004846331222001464,0.004914120908011051,0.0745341081733418,0.0013446731362253875,0.0013651249325876366,0.0012874985547978366,0.0013079503511600856,5.717458142755107e-05,1.0000000000000002,1.0000000000000004
r01_qb1_roe,r01_qb1_roe,"[{'name': 'mer1cplr', 'metal_edge_dimensions': [2.5, 2.5], 'vertical_dimensions': [3.0, 3.0], 'region': {'_pya_type': 'DBox', 'p1': {'_pya_type': 'DPoint', 'x': 990.5, 'y': 1362.0}, 'p2': {'_pya_type': 'DPoint', 'x': 1009.5, 'y': 1550.0}}}, {'name': '1cplr', 'region': {'_pya_type': 'DBox', 'p1': {'_pya_type': 'DPoint', 'x': 990.5, 'y': 1362.0}, 'p2': {'_pya_type': 'DPoint', 'x': 1009.5, 'y': 1550.0}}}, {'name': 'mer2cplr', 'metal_edge_dimensions': [6.0, 10.0], 'vertical_dimensions': [3.0, 3.0], 'region': {'_pya_type': 'DBox', 'p1': {'_pya_type': 'DPoint', 'x': 917.1949999999999, 'y': 1328.0}, 'p2': {'_pya_type': 'DPoint', 'x': 1082.805, 'y': 1362.0}}}, {'name': '2cplr', 'region': {'_pya_type': 'DBox', 'p1': {'_pya_type': 'DPoint', 'x': 917.1949999999999, 'y': 1328.0}, 'p2': {'_pya_type': 'DPoint', 'x': 1082.805, 'y': 1362.0}}}, {'name': 'merwire', 'metal_edge_dimensions': [7.0, 7.0], 'vertical_dimensions': [3.0, 3.0], 'region': {'_pya_type': 'DBox', 'p1': {'_pya_type': 'DPoint', 'x': 960.0, 'y': 965.0}, 'p2': {'_pya_type': 'DPoint', 'x': 1040.0, 'y': 1035.0}}}, {'name': 'wire', 'region': {'_pya_type': 'DBox', 'p1': {'_pya_type': 'DPoint', 'x': 960.0, 'y': 965.0}, 'p2': {'_pya_type': 'DPoint', 'x': 1040.0, 'y': 1035.0}}}, {'name': 'mer', 'metal_edge_dimensions': [7.0, 7.0], 'vertical_dimensions': [3.0, 3.0]}]",70,1.196655719266221e-06,5.9916537607305406e-09,1.5675640523182486e-07,5.9916537607305406e-09,1.5675640523182486e-07,0,2.337973522880008e-09,5.150907302074678e-08,2.337973522880008e-09,5.150907302074678e-08,0,1.1050430217279324e-06,1.4309859651528015e-05,7.212234546593827e-07,1.3926040084459466e-05,3.8381956706854966e-07,1.8037655724765583e-05,8.100627488588237e-07,1.7651062754358185e-05,3.8659297040739743e-07,8.328307025467818e-08,3.519530594984998e-06,8.050966691583042e-08,3.51675719164615e-06,2.773403338847765e-09,6.731578655592371e-06,3.0081365310009285e-08,8.145767730734996e-08,3.0081365310009285e-08,8.145767730734996e-08,0,8.463609452310581e-09,2.8960292468894063e-08,8.463609452310581e-09,2.8960292468894063e-08,0,6.1685339798203785e-06,9.43007891693237e-06,3.955308501595849e-06,7.216853438707841e-06,2.213225478224529e-06,1.147949075261255e-05,4.502017576174609e-06,9.249929673194787e-06,2.2295610794177623e-06,5.24499701009673e-07,1.938993865903936e-06,5.081640998164398e-07,1.9226582647107026e-06,1.633560119323327e-08,4.406647411933073e-05,3.687089901497044e-07,2.3274007479790743e-07,3.456140952526231e-07,2.0964517990082611e-07,2.309489489708132e-08,1.5466257473286458e-07,8.482637844423812e-08,1.522911358073711e-07,8.245493951874463e-08,2.3714389254934946e-09,3.444463490628741e-05,2.9253496139456222e-05,2.8853687439130177e-05,2.366254867229899e-05,5.590947467157233e-06,3.5333832875311825e-05,3.800674406496149e-05,2.9274102820942578e-05,6.059730054369246e-06,9.098467648160756e-06,5.7627702826134565e-06,8.655151394771319e-06,5.319454029224019e-06,4.433162533894376e-07,0.9201335618908637,0.00036759845286735995,0.00036627276210067023,0.00034136057926524176,0.00034003488849855204,2.6237873602118173e-05,0.00018880485542184297,0.00019007624696818092,0.00018613295271670597,0.00018740434426304392,2.671902705137006e-06,0.9081426844283484,0.9080540518683422,0.049315305821238435,0.04922667326123226,0.85882737860711,0.9200359801918806,0.06073132376546754,0.060633742066484475,0.8594022381253962,0.011434474154226087,0.011425579314469539,0.010888524412247165,0.010879629572490617,0.000545949741978921,0.07981444340064171,3.3816978772428025e-05,3.5076497391001095e-05,3.148810995858183e-05,3.27476285771549e-05,2.3288688138461953e-06,1.8700077506616546e-05,1.7428854374052788e-05,1.8451963081835584e-05,1.7180739949271826e-05,2.4811442478096345e-07,0.07871143467756786,0.07878879201477396,0.004476963802836855,0.004554321140042948,0.074234470874731,0.07989916882876628,0.00553066235340376,0.00561538778152833,0.07428378104723796,0.001050491666794797,0.0010578714622272655,0.001003758477526487,0.0010111382729589555,4.6733189268309915e-05,0.9999999999999996,0.9999999999999996
