key,p_MA,p_MA_default,p_MA_default_fixed,p_MA_default_mer,p_MA_default_mer_fixed,p_MA_default_nonmer,p_MA_fixed,p_MA_mer,p_MA_mer_fixed,p_MA_nonmer,p_MS,p_MS_default,p_MS_default_fixed,p_MS_default_mer,p_MS_default_mer_fixed,p_MS_default_nonmer,p_MS_fixed,p_MS_mer,p_MS_mer_fixed,p_MS_nonmer,p_SA,p_SA_default,p_SA_default_fixed,p_SA_default_mer,p_SA_default_mer_fixed,p_SA_default_nonmer,p_SA_fixed,p_SA_mer,p_SA_mer_fixed,p_SA_nonmer,p_substrate,p_substrate_default,p_substrate_default_fixed,p_substrate_default_mer,p_substrate_default_mer_fixed,p_substrate_default_nonmer,p_substrate_fixed,p_substrate_mer,p_substrate_mer_fixed,p_substrate_nonmer,p_vacuum,p_vacuum_default,p_vacuum_default_fixed,p_vacuum_default_mer,p_vacuum_default_mer_fixed,p_vacuum_default_nonmer,p_vacuum_fixed,p_vacuum_mer,p_vacuum_mer_fixed,p_vacuum_nonmer,total_participation,total_participation_fixed
doublepads,1.1015823881064916e-06,1.1015823881064916e-06,2.10377101838306e-05,6.860220412886747e-07,2.0622149837012782e-05,4.1556034681781675e-07,2.10377101838306e-05,6.860220412886747e-07,2.0622149837012782e-05,4.1556034681781675e-07,6.37774029246453e-06,6.37774029246453e-06,1.3213591805343057e-05,3.989680107129791e-06,1.0825531620008317e-05,2.3880601853347393e-06,1.3213591805343057e-05,3.989680107129791e-06,1.0825531620008317e-05,2.3880601853347393e-06,4.669820352428398e-05,4.669820352428398e-05,3.862942281285642e-05,4.0341582081432214e-05,3.2272801370004655e-05,6.356621442851767e-06,3.862942281285642e-05,4.0341582081432214e-05,3.2272801370004655e-05,6.356621442851767e-06,0.9189995369399167,0.9189995369399167,0.9190799924494779,0.06540756925163968,0.06548802476120102,0.8535919676882769,0.9190799924494779,0.06540756925163968,0.06548802476120102,0.8535919676882769,0.08094628553387853,0.08094628553387853,0.08084712682572,0.006176077623877663,0.006076918915719121,0.07477020791000087,0.08084712682572,0.006176077623877663,0.006076918915719121,0.07477020791000087,1.0,1.0
