key,C11,C12,C13,C14,C21,C22,C23,C24,C31,C32,C33,C34,C41,C42,C43,C44
clockmon_0_2,4.24248665187825e-14,1.16894681919631e-17,7.956285739017068e-15,3.684253771925392e-16,1.16894681919631e-17,4.772652731307263e-14,6.014649468915496e-16,7.174873176464132e-15,7.956285739017068e-15,6.014649468915496e-16,9.686380707151787e-14,3.681675400724812e-14,3.684253771925392e-16,7.174873176464132e-15,3.681675400724812e-14,9.702907413662554e-14
