,0,1,2,3,4,5,6,7
feedline_0,229.0,1167.251,527.252,1000.0,50.0,239.0,469.0,500.0
feedline_1,224.20000000000002,1162.451,527.252,1000.0,50.0,239.0,469.0,500.0
feedline_2,229.0,1167.251,527.252,1000.0,50.0,239.0,469.0,500.0
readout_structure,feedline_resonator,,,,,,,
