key,coupler_widths,C11,C12,C13,C14,C21,C22,C23,C24,C31,C32,C33,C34,C41,C42,C43,C44 
clockmon_[146.0__0__0__146.0__0__0],"[146.0, 0, 0, 146.0, 0, 0]",4.7640258393482106e-14,1.564571817153688e-17,1.02935456071453e-14,4.477073088161343e-16,1.564571817153688e-17,4.764513940004602e-14,4.475753179435101e-16,1.029217108083433e-14,1.02935456071453e-14,4.475753179435101e-16,9.668035793066914e-14,3.699943224279552e-14,4.477073088161343e-16,1.029217108083433e-14,3.699943224279552e-14,9.66964798915103e-14
clockmon_[146.0__0__0__155.0__0__0],"[146.0, 0, 0, 155.0, 0, 0]",4.7638432678929236e-14,1.623593045146504e-17,1.029289974986019e-14,4.474132711201963e-16,1.623593045146504e-17,4.825304249521613e-14,4.650730866437107e-16,1.077561046164165e-14,1.029289974986019e-14,4.650730866437107e-16,9.66698115660582e-14,3.699060818131351e-14,4.474132711201963e-16,1.077561046164165e-14,3.699060818131351e-14,9.643871396181785e-14
clockmon_[146.0__0__0__164.0__0__0],"[146.0, 0, 0, 164.0, 0, 0]",4.789666036842198e-14,1.683461162326824e-17,1.03065380359066e-14,4.490386093339751e-16,1.683461162326824e-17,4.905749259706401e-14,4.847068982656385e-16,1.126906900327893e-14,1.03065380359066e-14,4.847068982656385e-16,9.679739679371021e-14,3.704003521660817e-14,4.490386093339751e-16,1.126906900327893e-14,3.704003521660817e-14,9.631184233199592e-14
clockmon_[146.0__0__0__173.0__0__0],"[146.0, 0, 0, 173.0, 0, 0]",4.7640537314841276e-14,1.744798060187704e-17,1.029374870744825e-14,4.469626643423508e-16,1.744798060187704e-17,4.946364047593896e-14,4.998064561469143e-16,1.17439098634537e-14,1.029374870744825e-14,4.998064561469143e-16,9.665224058689875e-14,3.6976434669928e-14,4.469626643423508e-16,1.17439098634537e-14,3.6976434669928e-14,9.593648958421634e-14
clockmon_[146.0__0__0__182.0__0__0],"[146.0, 0, 0, 182.0, 0, 0]",4.763877984134942e-14,1.802705481161274e-17,1.029361423113583e-14,4.467443263273124e-16,1.802705481161274e-17,5.006612297915314e-14,5.169880915167929e-16,1.222301044559332e-14,1.029361423113583e-14,5.169880915167929e-16,9.663871027189406e-14,3.696950020471652e-14,4.467443263273124e-16,1.222301044559332e-14,3.696950020471652e-14,9.567902662588815e-14
clockmon_[146.0__0__0__191.0__0__0],"[146.0, 0, 0, 191.0, 0, 0]",4.7637244657764785e-14,1.8581611955637e-17,1.029286693844808e-14,4.464339481552379e-16,1.8581611955637e-17,5.068094758774818e-14,5.343434672956645e-16,1.270566763465495e-14,1.029286693844808e-14,5.343434672956645e-16,9.662660676351147e-14,3.696077498436398e-14,4.464339481552379e-16,1.270566763465495e-14,3.696077498436398e-14,9.542102102310183e-14
clockmon_[146.0__0__0__20.0__0__0],"[146.0, 0, 0, 20.0, 0, 0]",4.76432563934303e-14,7.279632891113539e-18,1.029350468604828e-14,4.507962493355685e-16,7.279632891113539e-18,3.974223066473116e-14,2.026105404159789e-16,3.51456946922892e-15,1.029350468604828e-14,2.026105404159789e-16,9.681097382525884e-14,3.711674904151692e-14,4.507962493355685e-16,3.51456946922892e-15,3.711674904151692e-14,1.0013674922266977e-13
clockmon_[146.0__0__0__200.0__0__0],"[146.0, 0, 0, 200.0, 0, 0]",4.7636987798131074e-14,1.915784293003256e-17,1.029279994824707e-14,4.461442619504829e-16,1.915784293003256e-17,5.128549895273441e-14,5.514754214637078e-16,1.318138974390904e-14,1.029279994824707e-14,5.514754214637078e-16,9.66220050050908e-14,3.695290862787471e-14,4.461442619504829e-16,1.318138974390904e-14,3.695290862787471e-14,9.517127152438996e-14
clockmon_[146.0__0__0__29.0__0__0],"[146.0, 0, 0, 29.0, 0, 0]",4.7645865915112335e-14,7.947340683124502e-18,1.02939631286229e-14,4.507973424510209e-16,7.947340683124502e-18,4.024839567294681e-14,2.1975211039642823e-16,4.002757337482631e-15,1.02939631286229e-14,2.1975211039642823e-16,9.679791339444006e-14,3.710775600933563e-14,4.507973424510209e-16,4.002757337482631e-15,3.710775600933563e-14,9.990445762514491e-14
clockmon_[146.0__0__0__38.0__0__0],"[146.0, 0, 0, 38.0, 0, 0]",4.7647918831843166e-14,8.621659757245782e-18,1.029452370996353e-14,4.508641170002945e-16,8.621659757245782e-18,4.0769629740652476e-14,2.371457998219414e-16,4.490612806696337e-15,1.029452370996353e-14,2.371457998219414e-16,9.679037402954485e-14,3.7099967872473264e-14,4.508641170002945e-16,4.490612806696337e-15,3.7099967872473264e-14,9.966877392327442e-14
clockmon_[146.0__0__0__47.0__0__0],"[146.0, 0, 0, 47.0, 0, 0]",4.764784123179045e-14,9.25354574934414e-18,1.029462804111754e-14,4.507132939627347e-16,9.25354574934414e-18,4.130599534098196e-14,2.544935344957813e-16,4.97385131680015e-15,1.029462804111754e-14,2.544935344957813e-16,9.678164646329593e-14,3.709218951665667e-14,4.507132939627347e-16,4.97385131680015e-15,3.709218951665667e-14,9.942586059241414e-14
clockmon_[146.0__0__0__56.0__0__0],"[146.0, 0, 0, 56.0, 0, 0]",4.764774109437223e-14,9.8234556540749e-18,1.029453167996701e-14,4.503288078997786e-16,9.8234556540749e-18,4.184965901059011e-14,2.719383811425644e-16,5.455282031161436e-15,1.029453167996701e-14,2.719383811425644e-16,9.677306340967146e-14,3.708397420884296e-14,4.503288078997786e-16,5.455282031161436e-15,3.708397420884296e-14,9.918340521569749e-14
clockmon_[146.0__0__0__65.0__0__0],"[146.0, 0, 0, 65.0, 0, 0]",4.7646677687496895e-14,1.041976098246146e-17,1.029435388257326e-14,4.50052464188753e-16,1.041976098246146e-17,4.239909291948816e-14,2.893633247204846e-16,5.936741750705665e-15,1.029435388257326e-14,2.893633247204846e-16,9.676217646169645e-14,3.70749731901676e-14,4.50052464188753e-16,5.936741750705665e-15,3.70749731901676e-14,9.893798848984268e-14
clockmon_[146.0__0__0__74.0__0__0],"[146.0, 0, 0, 74.0, 0, 0]",4.7646365133623945e-14,1.100560100862734e-17,1.029461594535997e-14,4.49819102294105e-16,1.100560100862734e-17,4.295790268531495e-14,3.068386437690878e-16,6.417498622936937e-15,1.029461594535997e-14,3.068386437690878e-16,9.675297726718281e-14,3.706640097155894e-14,4.49819102294105e-16,6.417498622936937e-15,3.706640097155894e-14,9.869319114090211e-14
clockmon_[146.0__0__0__83.0__0__0],"[146.0, 0, 0, 83.0, 0, 0]",4.764583524051888e-14,1.15875130144843e-17,1.029446852376481e-14,4.494649022222493e-16,1.15875130144843e-17,4.354050185251091e-14,3.244593175840676e-16,6.903364664938264e-15,1.029446852376481e-14,3.244593175840676e-16,9.674391795387058e-14,3.705823239887542e-14,4.494649022222493e-16,6.903364664938264e-15,3.705823239887542e-14,9.844192207621018e-14
clockmon_[146.0__0__0__92.0__0__0],"[146.0, 0, 0, 92.0, 0, 0]",4.764576385812306e-14,1.220372225956358e-17,1.029456102391162e-14,4.492729403624576e-16,1.220372225956358e-17,4.4116749254522655e-14,3.420212968949136e-16,7.387070268828639e-15,1.029456102391162e-14,3.420212968949136e-16,9.673558644287923e-14,3.7049252904385545e-14,4.492729403624576e-16,7.387070268828639e-15,3.7049252904385545e-14,9.819413975610866e-14
clockmon_[155.0__0__0__101.0__0__0],"[155.0, 0, 0, 101.0, 0, 0]",4.824606153895727e-14,1.314406576042645e-17,1.077817632677805e-14,4.664733274402401e-16,1.314406576042645e-17,4.4675024943267444e-14,3.59348275419435e-16,7.874024679687068e-15,1.077817632677805e-14,3.59348275419435e-16,9.646607374111986e-14,3.703026147486457e-14,4.664733274402401e-16,7.874024679687068e-15,3.703026147486457e-14,9.793529110448543e-14
clockmon_[155.0__0__0__110.0__0__0],"[155.0, 0, 0, 110.0, 0, 0]",4.824744822021292e-14,1.375217937894163e-17,1.077827800745442e-14,4.661840023406486e-16,1.375217937894163e-17,4.526178135912338e-14,3.770114819397138e-16,8.355116070939248e-15,1.077827800745442e-14,3.770114819397138e-16,9.646304197934069e-14,3.702206185348446e-14,4.661840023406486e-16,8.355116070939248e-15,3.702206185348446e-14,9.769094280973884e-14
clockmon_[155.0__0__0__119.0__0__0],"[155.0, 0, 0, 119.0, 0, 0]",4.824520278630367e-14,1.437102877902203e-17,1.077806651413519e-14,4.65926547470763e-16,1.437102877902203e-17,4.5847580870449875e-14,3.9460885077333723e-16,8.836365546331148e-15,1.077806651413519e-14,3.9460885077333723e-16,9.644826166654333e-14,3.701305468495025e-14,4.65926547470763e-16,8.836365546331148e-15,3.701305468495025e-14,9.743904908735783e-14
clockmon_[155.0__0__0__128.0__0__0],"[155.0, 0, 0, 128.0, 0, 0]",4.8246617476406195e-14,1.498963625951851e-17,1.0778422112355379e-14,4.656684571609827e-16,1.498963625951851e-17,4.644168810186209e-14,4.120892820262333e-16,9.319875500555196e-15,1.0778422112355379e-14,4.120892820262333e-16,9.644488979673937e-14,3.700632077327501e-14,4.656684571609827e-16,9.319875500555196e-15,3.700632077327501e-14,9.719202485927852e-14
clockmon_[155.0__0__0__137.0__0__0],"[155.0, 0, 0, 137.0, 0, 0]",4.8246372522140015e-14,1.560843258143169e-17,1.077824992022584e-14,4.654225528767114e-16,1.560843258143169e-17,4.704286813329056e-14,4.297155310456325e-16,9.805211961521849e-15,1.077824992022584e-14,4.297155310456325e-16,9.64347128142634e-14,3.699856286065734e-14,4.654225528767114e-16,9.805211961521849e-15,3.699856286065734e-14,9.693713102401311e-14
clockmon_[155.0__0__0__146.0__0__0],"[155.0, 0, 0, 146.0, 0, 0]",4.8246032456857785e-14,1.625934871006844e-17,1.077863814847345e-14,4.652376617080949e-16,1.625934871006844e-17,4.764483440581658e-14,4.47326516751852e-16,1.029213421591737e-14,1.077863814847345e-14,4.47326516751852e-16,9.642728455707487e-14,3.69917701296242e-14,4.652376617080949e-16,1.029213421591737e-14,3.69917701296242e-14,9.668685609740944e-14
clockmon_[155.0__0__0__155.0__0__0],"[155.0, 0, 0, 155.0, 0, 0]",4.824558884796682e-14,1.685105324040154e-17,1.077840414932614e-14,4.649139523023455e-16,1.685105324040154e-17,4.825244129502773e-14,4.64801062702941e-16,1.077558167914736e-14,1.077840414932614e-14,4.64801062702941e-16,9.641645280242274e-14,3.698275357517577e-14,4.649139523023455e-16,1.077558167914736e-14,3.698275357517577e-14,9.642865986752043e-14
clockmon_[155.0__0__0__164.0__0__0],"[155.0, 0, 0, 164.0, 0, 0]",4.8492430790388034e-14,1.750810841128081e-17,1.079073483872512e-14,4.666522601225511e-16,1.750810841128081e-17,4.90379132705793e-14,4.844298824825452e-16,1.126885619071526e-14,1.079073483872512e-14,4.844298824825452e-16,9.653775332997318e-14,3.703099678404245e-14,4.666522601225511e-16,1.126885619071526e-14,3.703099678404245e-14,9.629671946585033e-14
clockmon_[155.0__0__0__173.0__0__0],"[155.0, 0, 0, 173.0, 0, 0]",4.824489384196212e-14,1.808181806883371e-17,1.0778319394353642e-14,4.643776183179159e-16,1.808181806883371e-17,4.9461039186419306e-14,4.995091246102249e-16,1.17426609793446e-14,1.0778319394353642e-14,4.995091246102249e-16,9.639444520466986e-14,3.696771398124577e-14,4.643776183179159e-16,1.17426609793446e-14,3.696771398124577e-14,9.592371752730432e-14
clockmon_[155.0__0__0__182.0__0__0],"[155.0, 0, 0, 182.0, 0, 0]",4.824444085787326e-14,1.868033953685339e-17,1.077831803115892e-14,4.641866847456681e-16,1.868033953685339e-17,5.006514047761941e-14,5.166725070004849e-16,1.222177693725724e-14,1.077831803115892e-14,5.166725070004849e-16,9.638282720020991e-14,3.6960440431543295e-14,4.641866847456681e-16,1.222177693725724e-14,3.6960440431543295e-14,9.56664702520037e-14
clockmon_[155.0__0__0__191.0__0__0],"[155.0, 0, 0, 191.0, 0, 0]",4.8243852665262865e-14,1.928315395374839e-17,1.0778194711996409e-14,4.639174030810993e-16,1.928315395374839e-17,5.0680108074451024e-14,5.340259883380207e-16,1.2705407435724601e-14,1.0778194711996409e-14,5.340259883380207e-16,9.637232099367818e-14,3.695308733579728e-14,4.639174030810993e-16,1.2705407435724601e-14,3.695308733579728e-14,9.540994377573452e-14
clockmon_[155.0__0__0__20.0__0__0],"[155.0, 0, 0, 20.0, 0, 0]",4.8250477802304596e-14,7.544327987415474e-18,1.077766574134389e-14,4.684582040154736e-16,7.544327987415474e-18,3.974203336201872e-14,2.024928005430759e-16,3.5146057744270315e-15,1.077766574134389e-14,2.024928005430759e-16,9.655760322573693e-14,3.71088061440918e-14,4.684582040154736e-16,3.5146057744270315e-15,3.71088061440918e-14,1.0012685114292509e-13
clockmon_[155.0__0__0__200.0__0__0],"[155.0, 0, 0, 200.0, 0, 0]",4.8241989977345044e-14,1.986374240548753e-17,1.077807661277184e-14,4.636294604125783e-16,1.986374240548753e-17,5.128256654080763e-14,5.510837178455165e-16,1.318063005682379e-14,1.077807661277184e-14,5.510837178455165e-16,9.635803314287382e-14,3.694433562698905e-14,4.636294604125783e-16,1.318063005682379e-14,3.694433562698905e-14,9.515303904374947e-14
clockmon_[155.0__0__0__29.0__0__0],"[155.0, 0, 0, 29.0, 0, 0]",4.824749586461692e-14,8.274078892990865e-18,1.077860597976585e-14,4.684103427003326e-16,8.274078892990865e-18,4.024333653966723e-14,2.196245694393833e-16,4.001950660774656e-15,1.077860597976585e-14,2.196245694393833e-16,9.654094077897015e-14,3.709869536642953e-14,4.684103427003326e-16,4.001950660774656e-15,3.709869536642953e-14,9.988929862301188e-14
clockmon_[155.0__0__0__38.0__0__0],"[155.0, 0, 0, 38.0, 0, 0]",4.825016193097897e-14,8.881868929198252e-18,1.077871408176191e-14,4.681095471341601e-16,8.881868929198252e-18,4.076395733105922e-14,2.369884114962154e-16,4.49069480671301e-15,1.077871408176191e-14,2.369884114962154e-16,9.653410809723325e-14,3.709134672987883e-14,4.681095471341601e-16,4.49069480671301e-15,3.709134672987883e-14,9.965470810369921e-14
clockmon_[155.0__0__0__47.0__0__0],"[155.0, 0, 0, 47.0, 0, 0]",4.824974265764972e-14,9.351777372594238e-18,1.077862259837186e-14,4.68239126226657e-16,9.351777372594238e-18,4.1299920215428333e-14,2.545832309268069e-16,4.974275031413017e-15,1.077862259837186e-14,2.545832309268069e-16,9.652494072964273e-14,3.708334464073039e-14,4.68239126226657e-16,4.974275031413017e-15,3.708334464073039e-14,9.941083073679292e-14
clockmon_[155.0__0__0__56.0__0__0],"[155.0, 0, 0, 56.0, 0, 0]",4.824919256330251e-14,1.0160044803864998e-17,1.077884608134198e-14,4.677525289073997e-16,1.0160044803864998e-17,4.184382352752411e-14,2.71753905135041e-16,5.45497400227124e-15,1.077884608134198e-14,2.71753905135041e-16,9.651599824030811e-14,3.707516175220027e-14,4.677525289073997e-16,5.45497400227124e-15,3.707516175220027e-14,9.916971482349308e-14
clockmon_[155.0__0__0__65.0__0__0],"[155.0, 0, 0, 65.0, 0, 0]",4.8248775657629125e-14,1.075463162198675e-17,1.077859582230498e-14,4.673388657136401e-16,1.075463162198675e-17,4.239418689514374e-14,2.891710490958712e-16,5.936627830197154e-15,1.077859582230498e-14,2.891710490958712e-16,9.650492609354911e-14,3.706666368241263e-14,4.673388657136401e-16,5.936627830197154e-15,3.706666368241263e-14,9.892203069688267e-14
clockmon_[155.0__0__0__74.0__0__0],"[155.0, 0, 0, 74.0, 0, 0]",4.8251204991458915e-14,1.132505722333612e-17,1.07788495706782e-14,4.670720101694392e-16,1.132505722333612e-17,4.2954844791937855e-14,3.066865170324559e-16,6.417306271742891e-15,1.07788495706782e-14,3.066865170324559e-16,9.649986141473186e-14,3.705726853961409e-14,4.670720101694392e-16,6.417306271742891e-15,3.705726853961409e-14,9.868230720590331e-14
clockmon_[155.0__0__0__83.0__0__0],"[155.0, 0, 0, 83.0, 0, 0]",4.825110778898525e-14,1.2031670015744061e-17,1.077935346669368e-14,4.670619143052239e-16,1.2031670015744061e-17,4.353791983669152e-14,3.242739975605324e-16,6.903494991345186e-15,1.077935346669368e-14,3.242739975605324e-16,9.648999943455677e-14,3.704927400156641e-14,4.670619143052239e-16,6.903494991345186e-15,3.704927400156641e-14,9.843128985081438e-14
clockmon_[155.0__0__0__92.0__0__0],"[155.0, 0, 0, 92.0, 0, 0]",4.825078660096531e-14,1.265470665340842e-17,1.077932605174753e-14,4.667886459219945e-16,1.265470665340842e-17,4.411428544923259e-14,3.41812202102256e-16,7.387117967459505e-15,1.077932605174753e-14,3.41812202102256e-16,9.648132381033402e-14,3.7041369943025504e-14,4.667886459219945e-16,7.387117967459505e-15,3.7041369943025504e-14,9.818227556474738e-14
clockmon_[164.0__0__0__101.0__0__0],"[164.0, 0, 0, 101.0, 0, 0]",4.884374713800132e-14,1.362908419068659e-17,1.126013456184093e-14,4.839026777741342e-16,1.362908419068659e-17,4.467478988003517e-14,3.591412132844811e-16,7.874020875225365e-15,1.126013456184093e-14,3.591412132844811e-16,9.621491353711928e-14,3.702304535059733e-14,4.839026777741342e-16,7.874020875225365e-15,3.702304535059733e-14,9.792767011960166e-14
clockmon_[164.0__0__0__110.0__0__0],"[164.0, 0, 0, 110.0, 0, 0]",4.884563832303561e-14,1.42542067478652e-17,1.126040114665629e-14,4.835657523057858e-16,1.42542067478652e-17,4.5261545357068246e-14,3.767806208184925e-16,8.355084792137206e-15,1.126040114665629e-14,3.767806208184925e-16,9.621214551373815e-14,3.701431200762588e-14,4.835657523057858e-16,8.355084792137206e-15,3.701431200762588e-14,9.768227801104343e-14
clockmon_[164.0__0__0__119.0__0__0],"[164.0, 0, 0, 119.0, 0, 0]",4.884527172088154e-14,1.492195159481127e-17,1.126035408972929e-14,4.833468587590017e-16,1.492195159481127e-17,4.584974238603086e-14,3.943582229182008e-16,8.837070553452048e-15,1.126035408972929e-14,3.943582229182008e-16,9.620331273420372e-14,3.700660232882479e-14,4.833468587590017e-16,8.837070553452048e-15,3.700660232882479e-14,9.743403514486665e-14
clockmon_[164.0__0__0__128.0__0__0],"[164.0, 0, 0, 128.0, 0, 0]",4.8844850328094894e-14,1.553366252501793e-17,1.126040803159895e-14,4.830353549786263e-16,1.553366252501793e-17,4.64414590040128e-14,4.11831768588793e-16,9.319825299924053e-15,1.126040803159895e-14,4.11831768588793e-16,9.619266015052835e-14,3.69985593774296e-14,4.830353549786263e-16,9.319825299924053e-15,3.69985593774296e-14,9.718249095513553e-14
clockmon_[164.0__0__0__137.0__0__0],"[164.0, 0, 0, 137.0, 0, 0]",4.884447452199192e-14,1.619662492628526e-17,1.126038304427984e-14,4.828127271229542e-16,1.619662492628526e-17,4.704352072585234e-14,4.294832790595572e-16,9.805685035327942e-15,1.126038304427984e-14,4.294832790595572e-16,9.618344555838438e-14,3.699088671793921e-14,4.828127271229542e-16,9.805685035327942e-15,3.699088671793921e-14,9.692898738022011e-14
clockmon_[164.0__0__0__146.0__0__0],"[164.0, 0, 0, 146.0, 0, 0]",4.884414148510716e-14,1.6832564907599112e-17,1.1260357281446081e-14,4.825325562466789e-16,1.6832564907599112e-17,4.764414304027484e-14,4.470501158296305e-16,1.029206632378814e-14,1.1260357281446081e-14,4.470501158296305e-16,9.617425906077923e-14,3.698303839811776e-14,4.825325562466789e-16,1.029206632378814e-14,3.698303839811776e-14,9.667445828170721e-14
clockmon_[164.0__0__0__155.0__0__0],"[164.0, 0, 0, 155.0, 0, 0]",4.884343512205703e-14,1.745814576286611e-17,1.126000003734767e-14,4.821914180170302e-16,1.745814576286611e-17,4.8252011241380046e-14,4.645536581311837e-16,1.0775592550898542e-14,1.126000003734767e-14,4.645536581311837e-16,9.61615924661531e-14,3.697511366221224e-14,4.821914180170302e-16,1.0775592550898542e-14,3.697511366221224e-14,9.64170502492082e-14
clockmon_[164.0__0__0__164.0__0__0],"[164.0, 0, 0, 164.0, 0, 0]",4.9098585754093555e-14,1.811234602164428e-17,1.12725946124977e-14,4.839679351795266e-16,1.811234602164428e-17,4.9054715270903266e-14,4.841538819494578e-16,1.126907031023844e-14,1.12725946124977e-14,4.841538819494578e-16,9.628826834594006e-14,3.702419752366109e-14,4.839679351795266e-16,1.126907031023844e-14,3.702419752366109e-14,9.629114948985444e-14
clockmon_[164.0__0__0__173.0__0__0],"[164.0, 0, 0, 173.0, 0, 0]",4.8837155128744956e-14,1.879797335223313e-17,1.126443950751776e-14,4.834945408285822e-16,1.879797335223313e-17,4.945614457876311e-14,5.012263521697989e-16,1.174699559668772e-14,1.126443950751776e-14,5.012263521697989e-16,9.621680948316216e-14,3.698029695995676e-14,4.834945408285822e-16,1.174699559668772e-14,3.698029695995676e-14,9.598470783855294e-14
clockmon_[164.0__0__0__182.0__0__0],"[164.0, 0, 0, 182.0, 0, 0]",4.8836799252418355e-14,1.9451510247693878e-17,1.126454183011357e-14,4.832455225395255e-16,1.9451510247693878e-17,5.0060846493254664e-14,5.185330864485176e-16,1.222638781240729e-14,1.126454183011357e-14,5.185330864485176e-16,9.620374444021633e-14,3.697349975237069e-14,4.832455225395255e-16,1.222638781240729e-14,3.697349975237069e-14,9.57277923757952e-14
clockmon_[164.0__0__0__191.0__0__0],"[164.0, 0, 0, 191.0, 0, 0]",4.8835993021216785e-14,2.00982074290737e-17,1.126422074361534e-14,4.82972563531995e-16,2.00982074290737e-17,5.067459488743476e-14,5.35945892493973e-16,1.27105084279036e-14,1.126422074361534e-14,5.35945892493973e-16,9.619453757057383e-14,3.696540203968336e-14,4.82972563531995e-16,1.27105084279036e-14,3.696540203968336e-14,9.547136470956784e-14
clockmon_[164.0__0__0__20.0__0__0],"[164.0, 0, 0, 20.0, 0, 0]",4.884909180544222e-14,7.813874170485625e-18,1.126010249512595e-14,4.859138083259731e-16,7.813874170485625e-18,3.9741806294914185e-14,2.0236896163444127e-16,3.51443474306175e-15,1.126010249512595e-14,2.0236896163444127e-16,9.630696519044655e-14,3.710101539508856e-14,4.859138083259731e-16,3.51443474306175e-15,3.710101539508856e-14,1.0011706217701765e-13
clockmon_[164.0__0__0__200.0__0__0],"[164.0, 0, 0, 200.0, 0, 0]",4.883997792353522e-14,2.058171758500328e-17,1.12592085198261e-14,4.80896944229198e-16,2.058171758500328e-17,5.1282498394506444e-14,5.50779008633842e-16,1.318059890113554e-14,1.12592085198261e-14,5.50779008633842e-16,9.610669027388656e-14,3.693674537829669e-14,4.80896944229198e-16,1.318059890113554e-14,3.693674537829669e-14,9.514363907131048e-14
clockmon_[164.0__0__0__29.0__0__0],"[164.0, 0, 0, 29.0, 0, 0]",4.884774355741657e-14,8.595154164525403e-18,1.126049452510418e-14,4.863516732924145e-16,8.595154164525403e-18,4.02452780492955e-14,2.19484583105367e-16,4.001878862951452e-15,1.126049452510418e-14,2.19484583105367e-16,9.629044356006473e-14,3.709222192457103e-14,4.863516732924145e-16,4.001878862951452e-15,3.709222192457103e-14,9.988273265631118e-14
clockmon_[164.0__0__0__38.0__0__0],"[164.0, 0, 0, 38.0, 0, 0]",4.885036451338934e-14,9.194577398206809e-18,1.12608048090122e-14,4.855719489437044e-16,9.194577398206809e-18,4.076523498416193e-14,2.368427722068504e-16,4.490669725007972e-15,1.12608048090122e-14,2.368427722068504e-16,9.628267017934553e-14,3.708383434885362e-14,4.855719489437044e-16,4.490669725007972e-15,3.708383434885362e-14,9.96462969857253e-14
clockmon_[164.0__0__0__47.0__0__0],"[164.0, 0, 0, 47.0, 0, 0]",4.885163851495139e-14,9.935712147542121e-18,1.126134560026986e-14,4.856892828825178e-16,9.935712147542121e-18,4.1304144656392564e-14,2.541910366839359e-16,4.973866739705388e-15,1.126134560026986e-14,2.541910366839359e-16,9.627462349926601e-14,3.707570766540731e-14,4.856892828825178e-16,4.973866739705388e-15,3.707570766540731e-14,9.940499812795479e-14
clockmon_[164.0__0__0__56.0__0__0],"[164.0, 0, 0, 56.0, 0, 0]",4.885109378173726e-14,1.056778684269059e-17,1.126126299306198e-14,4.853856188918827e-16,1.056778684269059e-17,4.184623866132374e-14,2.716142688021272e-16,5.455080483519771e-15,1.126126299306198e-14,2.716142688021272e-16,9.62646934423566e-14,3.706757382177039e-14,4.853856188918827e-16,5.455080483519771e-15,3.706757382177039e-14,9.916242060396685e-14
clockmon_[164.0__0__0__65.0__0__0],"[164.0, 0, 0, 65.0, 0, 0]",4.8846845079831614e-14,1.114246069772119e-17,1.126031550341932e-14,4.84809192150705e-16,1.114246069772119e-17,4.239498231582371e-14,2.889928146843325e-16,5.936755621492496e-15,1.126031550341932e-14,2.889928146843325e-16,9.625528039232562e-14,3.705950413954262e-14,4.84809192150705e-16,5.936755621492496e-15,3.705950413954262e-14,9.891690112348348e-14
clockmon_[164.0__0__0__74.0__0__0],"[164.0, 0, 0, 74.0, 0, 0]",4.885103624885735e-14,1.181110180699095e-17,1.126126854377879e-14,4.847365215723975e-16,1.181110180699095e-17,4.29561602280043e-14,3.06457872003822e-16,6.417517900873195e-15,1.126126854377879e-14,3.06457872003822e-16,9.624772062816186e-14,3.705083216399273e-14,4.847365215723975e-16,6.417517900873195e-15,3.705083216399273e-14,9.867375297022678e-14
clockmon_[164.0__0__0__83.0__0__0],"[164.0, 0, 0, 83.0, 0, 0]",4.884671950237462e-14,1.241250861109029e-17,1.126044285241434e-14,4.842865272445527e-16,1.241250861109029e-17,4.3536774211123504e-14,3.240963860261073e-16,6.903667588624402e-15,1.126044285241434e-14,3.240963860261073e-16,9.623677183348426e-14,3.704265289490858e-14,4.842865272445527e-16,6.903667588624402e-15,3.704265289490858e-14,9.842076979138785e-14
clockmon_[164.0__0__0__92.0__0__0],"[164.0, 0, 0, 92.0, 0, 0]",4.885037805901192e-14,1.310648334674755e-17,1.126121222676205e-14,4.841670946737788e-16,1.310648334674755e-17,4.411406350843704e-14,3.415968173455346e-16,7.387099158888787e-15,1.126121222676205e-14,3.415968173455346e-16,9.622920078886265e-14,3.703353359901946e-14,4.841670946737788e-16,7.387099158888787e-15,3.703353359901946e-14,9.817377305347588e-14
clockmon_[173.0__0__0__101.0__0__0],"[173.0, 0, 0, 101.0, 0, 0]",4.945320819968145e-14,1.412686770134451e-17,1.174212989444308e-14,5.012505832989716e-16,1.412686770134451e-17,4.4679734199196576e-14,3.589941946515785e-16,7.874124034856863e-15,1.174212989444308e-14,3.589941946515785e-16,9.597028876394736e-14,3.701655950525181e-14,5.012505832989716e-16,7.874124034856863e-15,3.701655950525181e-14,9.792662063357056e-14
clockmon_[173.0__0__0__110.0__0__0],"[173.0, 0, 0, 110.0, 0, 0]",4.944980205330455e-14,1.476301181208406e-17,1.17415245943496e-14,5.009187594182255e-16,1.476301181208406e-17,4.526419053122245e-14,3.766038018153829e-16,8.355178419554567e-15,1.17415245943496e-14,3.766038018153829e-16,9.596099029249053e-14,3.70078239684382e-14,5.009187594182255e-16,8.355178419554567e-15,3.70078239684382e-14,9.76774752894844e-14
clockmon_[173.0__0__0__119.0__0__0],"[173.0, 0, 0, 119.0, 0, 0]",4.944707628766867e-14,1.54021708672811e-17,1.174115666547659e-14,5.00593349274565e-16,1.54021708672811e-17,4.584763406663859e-14,3.941657432488084e-16,8.836529042789012e-15,1.174115666547659e-14,3.941657432488084e-16,9.594635192319642e-14,3.699825538504558e-14,5.00593349274565e-16,8.836529042789012e-15,3.699825538504558e-14,9.742124095683086e-14
clockmon_[173.0__0__0__128.0__0__0],"[173.0, 0, 0, 128.0, 0, 0]",4.9448160245539864e-14,1.609266289225458e-17,1.1741542103067382e-14,5.004154194615553e-16,1.609266289225458e-17,4.6441916345210434e-14,4.116305951350456e-16,9.319800532595497e-15,1.1741542103067382e-14,4.116305951350456e-16,9.593797419352416e-14,3.699257550035734e-14,5.004154194615553e-16,9.319800532595497e-15,3.699257550035734e-14,9.717266236576591e-14
