key,coupler_widths,C11,C12,C13,C14,C21,C22,C23,C24,C31,C32,C33,C34,C41,C42,C43,C44
clockmon_[101.0__0__0__191.0__0__0],"[101.0, 0, 0, 191.0, 0, 0]",4.467476983940814e-14,1.507138923727022e-17,7.873373406830398e-15,3.587174524162041e-16,1.507138923727022e-17,5.068704908773407e-14,5.359066056577537e-16,1.270634475742185e-14,7.873373406830398e-15,5.359066056577537e-16,9.788882096296557e-14,3.700072460598689e-14,3.587174524162041e-16,1.270634475742185e-14,3.700072460598689e-14,9.547180074542797e-14
clockmon_[101.0__0__0__20.0__0__0],"[101.0, 0, 0, 20.0, 0, 0]",4.4681206443984873e-14,5.903549972894018e-18,7.87369296440137e-15,3.623046212590748e-16,5.903549972894018e-18,3.975026557447103e-14,2.032166831783291e-16,3.515100320518833e-15,7.87369296440137e-15,2.032166831783291e-16,9.807399011243249e-14,3.7157185859730703e-14,3.623046212590748e-16,3.515100320518833e-15,3.7157185859730703e-14,1.0018717316123929e-13
clockmon_[101.0__0__0__200.0__0__0],"[101.0, 0, 0, 200.0, 0, 0]",4.466761433658648e-14,1.551042253277572e-17,7.873319482665046e-15,3.585113006920673e-16,1.551042253277572e-17,5.128591206163326e-14,5.530039897779682e-16,1.318089985982421e-14,7.873319482665046e-15,5.530039897779682e-16,9.787074038390544e-14,3.699178805077585e-14,3.585113006920673e-16,1.318089985982421e-14,3.699178805077585e-14,9.521104695069218e-14
clockmon_[101.0__0__0__29.0__0__0],"[101.0, 0, 0, 29.0, 0, 0]",4.4675702022647164e-14,6.537596733452855e-18,7.873994134541022e-15,3.630026796505303e-16,6.537596733452855e-18,4.024531657385717e-14,2.205300026092486e-16,4.002084712773828e-15,7.873994134541022e-15,2.205300026092486e-16,9.805328726398095e-14,3.714562249241361e-14,3.630026796505303e-16,4.002084712773828e-15,3.714562249241361e-14,9.995059456933614e-14
clockmon_[101.0__0__0__38.0__0__0],"[101.0, 0, 0, 38.0, 0, 0]",4.467620579723613e-14,7.050729818510458e-18,7.873821382341887e-15,3.62810696833487e-16,7.050729818510458e-18,4.0768756179095397e-14,2.379645552930313e-16,4.490442808654422e-15,7.873821382341887e-15,2.379645552930313e-16,9.804538045619205e-14,3.7137603671070425e-14,3.62810696833487e-16,4.490442808654422e-15,3.7137603671070425e-14,9.971133069214627e-14
clockmon_[101.0__0__0__47.0__0__0],"[101.0, 0, 0, 47.0, 0, 0]",4.467810601945959e-14,7.428214854493841e-18,7.87368991292417e-15,3.621894000110897e-16,7.428214854493841e-18,4.130302634336691e-14,2.552839645962642e-16,4.974104868041786e-15,7.87368991292417e-15,2.552839645962642e-16,9.803765976293075e-14,3.713032780014742e-14,3.621894000110897e-16,4.974104868041786e-15,3.713032780014742e-14,9.946884908692308e-14
clockmon_[101.0__0__0__56.0__0__0],"[101.0, 0, 0, 56.0, 0, 0]",4.4678185782421936e-14,7.905173693431005e-18,7.873571967373978e-15,3.619529749704361e-16,7.905173693431005e-18,4.1846563829465646e-14,2.727806330244107e-16,5.455527970049143e-15,7.873571967373978e-15,2.727806330244107e-16,9.802873407023687e-14,3.712221220616623e-14,3.619529749704361e-16,5.455527970049143e-15,3.712221220616623e-14,9.92265546800844e-14
clockmon_[101.0__0__0__65.0__0__0],"[101.0, 0, 0, 65.0, 0, 0]",4.467358917739835e-14,8.421059560143143e-18,7.873755113506168e-15,3.614718415673635e-16,8.421059560143143e-18,4.239546449194426e-14,2.902089154634363e-16,5.936630003891145e-15,7.873755113506168e-15,2.902089154634363e-16,9.801713596242301e-14,3.711351950425948e-14,3.614718415673635e-16,5.936630003891145e-15,3.711351950425948e-14,9.897975053922932e-14
clockmon_[101.0__0__0__74.0__0__0],"[101.0, 0, 0, 74.0, 0, 0]",4.468000292399223e-14,8.92531938052275e-18,7.874132091481454e-15,3.614025499804789e-16,8.92531938052275e-18,4.29590721534855e-14,3.077340192714759e-16,6.417537864255749e-15,7.874132091481454e-15,3.077340192714759e-16,9.801235857267539e-14,3.710572164235631e-14,3.614025499804789e-16,6.417537864255749e-15,3.710572164235631e-14,9.874022957253494e-14
clockmon_[101.0__0__0__83.0__0__0],"[101.0, 0, 0, 83.0, 0, 0]",4.46801045939189e-14,9.417677877382395e-18,7.874178433597598e-15,3.611909576816238e-16,9.417677877382395e-18,4.354122285330381e-14,3.2547175630608e-16,6.904393849625861e-15,7.874178433597598e-15,3.2547175630608e-16,9.800608633849426e-14,3.709769371427688e-14,3.611909576816238e-16,6.904393849625861e-15,3.709769371427688e-14,9.849145352265274e-14
clockmon_[101.0__0__0__92.0__0__0],"[101.0, 0, 0, 92.0, 0, 0]",4.4678444927603806e-14,9.906813469003172e-18,7.874116832549978e-15,3.610128528295768e-16,9.906813469003172e-18,4.4117139363531184e-14,3.430527126892503e-16,7.387134970971164e-15,7.874116832549978e-15,3.430527126892503e-16,9.799398934974667e-14,3.708828359819649e-14,3.610128528295768e-16,7.387134970971164e-15,3.708828359819649e-14,9.824023707197698e-14
clockmon_[110.0__0__0__101.0__0__0],"[110.0, 0, 0, 101.0, 0, 0]",4.526121668539622e-14,1.074537174792909e-17,8.356505569190718e-15,3.7844560663220313e-16,1.074537174792909e-17,4.4676331976142823e-14,3.603929143958918e-16,7.874060944543918e-15,8.356505569190718e-15,3.603929143958918e-16,9.77262638685614e-14,3.706905092395693e-14,3.7844560663220313e-16,7.874060944543918e-15,3.706905092395693e-14,9.798420980690785e-14
clockmon_[110.0__0__0__110.0__0__0],"[110.0, 0, 0, 110.0, 0, 0]",4.526288682333984e-14,1.123034873166546e-17,8.3568806177613e-15,3.782510015754548e-16,1.123034873166546e-17,4.5262231388241564e-14,3.782430499866744e-16,8.35537070382317e-15,8.3568806177613e-15,3.782430499866744e-16,9.772370991326744e-14,3.706093467161097e-14,3.782510015754548e-16,8.35537070382317e-15,3.706093467161097e-14,9.773762926798361e-14
clockmon_[110.0__0__0__119.0__0__0],"[110.0, 0, 0, 119.0, 0, 0]",4.5258786219078524e-14,1.175428139262805e-17,8.356197670493199e-15,3.779970415810735e-16,1.175428139262805e-17,4.584954802215584e-14,3.95750831583774e-16,8.836586448104873e-15,8.356197670493199e-15,3.95750831583774e-16,9.771491196938459e-14,3.705231407347754e-14,3.779970415810735e-16,8.836586448104873e-15,3.705231407347754e-14,9.748595396448722e-14
clockmon_[110.0__0__0__128.0__0__0],"[110.0, 0, 0, 128.0, 0, 0]",4.5262327941443724e-14,1.223010853309085e-17,8.35684641821295e-15,3.778391781684373e-16,1.223010853309085e-17,4.6442666136016365e-14,4.134687261516038e-16,9.320172218585341e-15,8.35684641821295e-15,4.134687261516038e-16,9.770482775854904e-14,3.70451912209525e-14,3.778391781684373e-16,9.320172218585341e-15,3.70451912209525e-14,9.723850035359621e-14
clockmon_[110.0__0__0__137.0__0__0],"[110.0, 0, 0, 137.0, 0, 0]",4.5262006927584865e-14,1.275198141425546e-17,8.356985096949691e-15,3.776285748196852e-16,1.275198141425546e-17,4.7044709332871937e-14,4.311967324782216e-16,9.806069708138058e-15,8.356985096949691e-15,4.311967324782216e-16,9.769612871361971e-14,3.703742441696177e-14,3.776285748196852e-16,9.806069708138058e-15,3.703742441696177e-14,9.69852497429833e-14
clockmon_[110.0__0__0__146.0__0__0],"[110.0, 0, 0, 146.0, 0, 0]",4.5261725315509475e-14,1.325759634294871e-17,8.356998370296616e-15,3.773971937013711e-16,1.325759634294871e-17,4.7645598640952945e-14,4.488036094172591e-16,1.029232342691517e-14,8.356998370296616e-15,4.488036094172591e-16,9.768926346421555e-14,3.702969089830946e-14,3.773971937013711e-16,1.029232342691517e-14,3.702969089830946e-14,9.67307090926155e-14
clockmon_[110.0__0__0__155.0__0__0],"[110.0, 0, 0, 155.0, 0, 0]",4.526087965390739e-14,1.374654038967166e-17,8.356508026572952e-15,3.7717891655326357e-16,1.374654038967166e-17,4.8252929047574705e-14,4.663367566643571e-16,1.07756942363177e-14,8.356508026572952e-15,4.663367566643571e-16,9.767573679423821e-14,3.702147803171438e-14,3.7717891655326357e-16,1.07756942363177e-14,3.702147803171438e-14,9.647311972956039e-14
clockmon_[110.0__0__0__164.0__0__0],"[110.0, 0, 0, 164.0, 0, 0]",4.551496136806713e-14,1.427488755044189e-17,8.37353388863492e-15,3.7862582289123267e-16,1.427488755044189e-17,4.904417900517336e-14,4.858257485452545e-16,1.126907368388603e-14,8.37353388863492e-15,4.858257485452545e-16,9.780466863395883e-14,3.707071398724901e-14,3.7862582289123267e-16,1.126907368388603e-14,3.707071398724901e-14,9.634668501233362e-14
clockmon_[110.0__0__0__173.0__0__0],"[110.0, 0, 0, 173.0, 0, 0]",4.526171089205526e-14,1.477730220781976e-17,8.356918768079775e-15,3.767231874420939e-16,1.477730220781976e-17,4.9462703818032e-14,5.009233462568735e-16,1.174308170750839e-14,8.356918768079775e-15,5.009233462568735e-16,9.765863460466117e-14,3.700703491549719e-14,3.767231874420939e-16,1.174308170750839e-14,3.700703491549719e-14,9.597193645100331e-14
clockmon_[110.0__0__0__182.0__0__0],"[110.0, 0, 0, 182.0, 0, 0]",4.52612655538339e-14,1.529854077531193e-17,8.3569898124081e-15,3.765660712750234e-16,1.529854077531193e-17,5.0067647594206456e-14,5.181785162637336e-16,1.222300768385947e-14,8.3569898124081e-15,5.181785162637336e-16,9.76470895102212e-14,3.700009163498126e-14,3.765660712750234e-16,1.222300768385947e-14,3.700009163498126e-14,9.571731330221605e-14
clockmon_[110.0__0__0__191.0__0__0],"[110.0, 0, 0, 191.0, 0, 0]",4.526023351184601e-14,1.575830819451057e-17,8.35704787124975e-15,3.763259732278918e-16,1.575830819451057e-17,5.0682519292389356e-14,5.355594783045323e-16,1.270569019863519e-14,8.35704787124975e-15,5.355594783045323e-16,9.763410468958254e-14,3.699172703446498e-14,3.763259732278918e-16,1.270569019863519e-14,3.699172703446498e-14,9.546036089729913e-14
clockmon_[110.0__0__0__20.0__0__0],"[110.0, 0, 0, 20.0, 0, 0]",4.526091172330376e-14,6.159351081274652e-18,8.355595058893562e-15,3.800377864464841e-16,6.159351081274652e-18,3.974256327930922e-14,2.031245897807315e-16,3.51440290047968e-15,8.355595058893562e-15,2.031245897807315e-16,9.781687669795063e-14,3.714719165574737e-14,3.800377864464841e-16,3.51440290047968e-15,3.714719165574737e-14,1.0017270690689338e-13
clockmon_[110.0__0__0__200.0__0__0],"[110.0, 0, 0, 200.0, 0, 0]",4.525480936284967e-14,1.625322216310659e-17,8.35606657715231e-15,3.760719867608117e-16,1.625322216310659e-17,5.128432875331965e-14,5.527381446721781e-16,1.318078508054868e-14,8.35606657715231e-15,5.527381446721781e-16,9.762559389426416e-14,3.698286559301785e-14,3.760719867608117e-16,1.318078508054868e-14,3.698286559301785e-14,9.520362287286276e-14
clockmon_[110.0__0__0__29.0__0__0],"[110.0, 0, 0, 29.0, 0, 0]",4.526917570311481e-14,6.749901369396946e-18,8.357277120068978e-15,3.800489049801941e-16,6.749901369396946e-18,4.0250016745514446e-14,2.202797972385227e-16,4.002803257393172e-15,8.357277120068978e-15,2.202797972385227e-16,9.780715448945005e-14,3.713899101213965e-14,3.800489049801941e-16,4.002803257393172e-15,3.713899101213965e-14,9.994463229170197e-14
clockmon_[110.0__0__0__38.0__0__0],"[110.0, 0, 0, 38.0, 0, 0]",4.526907337535881e-14,7.249491642180179e-18,8.357152557164279e-15,3.797697838316287e-16,7.249491642180179e-18,4.076720869770116e-14,2.377264295204572e-16,4.490732709074748e-15,8.357152557164279e-15,2.377264295204572e-16,9.779844730087731e-14,3.713059172016566e-14,3.797697838316287e-16,4.490732709074748e-15,3.713059172016566e-14,9.970506334555838e-14
clockmon_[110.0__0__0__47.0__0__0],"[110.0, 0, 0, 47.0, 0, 0]",4.5261607768449775e-14,7.838899313199305e-18,8.356961571887133e-15,3.797318486066389e-16,7.838899313199305e-18,4.130023224755187e-14,2.550964339040163e-16,4.973970026605493e-15,8.356961571887133e-15,2.550964339040163e-16,9.778528770899925e-14,3.7121302173591e-14,3.797318486066389e-16,4.973970026605493e-15,3.7121302173591e-14,9.94538229186595e-14
clockmon_[110.0__0__0__56.0__0__0],"[110.0, 0, 0, 56.0, 0, 0]",4.5268896672062376e-14,8.35918975004129e-18,8.35746251897263e-15,3.796470046476246e-16,8.35918975004129e-18,4.1848641558017723e-14,2.725915405147924e-16,5.455280301170276e-15,8.35746251897263e-15,2.725915405147924e-16,9.7780620983201e-14,3.711437849019398e-14,3.796470046476246e-16,5.455280301170276e-15,3.711437849019398e-14,9.921950243953432e-14
clockmon_[110.0__0__0__65.0__0__0],"[110.0, 0, 0, 65.0, 0, 0]",4.526024541325472e-14,8.826049278227341e-18,8.356773506960076e-15,3.792500686352065e-16,8.826049278227341e-18,4.2395229924043046e-14,2.900324306433048e-16,5.936630959323208e-15,8.356773506960076e-15,2.900324306433048e-16,9.776670053051867e-14,3.710516904091886e-14,3.792500686352065e-16,5.936630959323208e-15,3.710516904091886e-14,9.896780122310784e-14
clockmon_[110.0__0__0__74.0__0__0],"[110.0, 0, 0, 74.0, 0, 0]",4.526622600796653e-14,9.277349735452883e-18,8.357210560039292e-15,3.789803022411744e-16,9.277349735452883e-18,4.2954825937422963e-14,3.075188807916539e-16,6.416775586157665e-15,8.357210560039292e-15,3.075188807916539e-16,9.776207375628266e-14,3.709612769147089e-14,3.789803022411744e-16,6.416775586157665e-15,3.709612769147089e-14,9.872925423871558e-14
clockmon_[110.0__0__0__83.0__0__0],"[110.0, 0, 0, 83.0, 0, 0]",4.5269142994330673e-14,9.776319804963435e-18,8.35713604669429e-15,3.7867719948081675e-16,9.776319804963435e-18,4.3538918436471087e-14,3.253115153499917e-16,6.903728116440228e-15,8.35713604669429e-15,3.253115153499917e-16,9.775353818869668e-14,3.708817731978964e-14,3.7867719948081675e-16,6.903728116440228e-15,3.708817731978964e-14,9.84792309760584e-14
clockmon_[110.0__0__0__92.0__0__0],"[110.0, 0, 0, 92.0, 0, 0]",4.526732125460374e-14,1.030718920158486e-17,8.357189302954606e-15,3.785299199229931e-16,1.030718920158486e-17,4.4115578305997056e-14,3.428236312792318e-16,7.387307352188834e-15,8.357189302954606e-15,3.428236312792318e-16,9.77435913192179e-14,3.708010115007327e-14,3.785299199229931e-16,7.387307352188834e-15,3.708010115007327e-14,9.822956403120739e-14
clockmon_[119.0__0__0__101.0__0__0],"[119.0, 0, 0, 101.0, 0, 0]",4.5848544572279e-14,1.122514997019219e-17,8.837748427487207e-15,3.959554963605641e-16,1.122514997019219e-17,4.4676040676212545e-14,3.601824346299311e-16,7.874083590800355e-15,8.837748427487207e-15,3.601824346299311e-16,9.747663322673609e-14,3.706145176736427e-14,3.959554963605641e-16,7.874083590800355e-15,3.706145176736427e-14,9.79733735129045e-14
clockmon_[119.0__0__0__110.0__0__0],"[119.0, 0, 0, 110.0, 0, 0]",4.5849746163374277e-14,1.173011688315881e-17,8.838246434249236e-15,3.957424063007622e-16,1.173011688315881e-17,4.5262864918518074e-14,3.780746148396486e-16,8.355352836693512e-15,8.838246434249236e-15,3.780746148396486e-16,9.747368784552608e-14,3.705324603759893e-14,3.957424063007622e-16,8.355352836693512e-15,3.705324603759893e-14,9.773010028552009e-14
clockmon_[119.0__0__0__119.0__0__0],"[119.0, 0, 0, 119.0, 0, 0]",4.5844285367798397e-14,1.224487781668133e-17,8.837519015462876e-15,3.954786225072266e-16,1.224487781668133e-17,4.584506251155201e-14,3.955632838351015e-16,8.836660704036505e-15,8.837519015462876e-15,3.955632838351015e-16,9.746155172810814e-14,3.704411383114809e-14,3.954786225072266e-16,8.836660704036505e-15,3.704411383114809e-14,9.747434320246416e-14
clockmon_[119.0__0__0__128.0__0__0],"[119.0, 0, 0, 128.0, 0, 0]",4.5848378521327126e-14,1.277620439548947e-17,8.837841561113429e-15,3.957106109288546e-16,1.277620439548947e-17,4.6441436763584504e-14,4.13519998201143e-16,9.320395481487291e-15,8.837841561113429e-15,4.13519998201143e-16,9.745676086239565e-14,3.703751018612299e-14,3.957106109288546e-16,9.320395481487291e-15,3.703751018612299e-14,9.722833423365596e-14
clockmon_[119.0__0__0__137.0__0__0],"[119.0, 0, 0, 137.0, 0, 0]",4.5849678968966416e-14,1.3345433881470951e-17,8.838221596199778e-15,3.9507161631495e-16,1.3345433881470951e-17,4.704490575011119e-14,4.307567893427745e-16,9.805833590481092e-15,8.838221596199778e-15,4.307567893427745e-16,9.744823808214963e-14,3.702969056509622e-14,3.9507161631495e-16,9.805833590481092e-15,3.702969056509622e-14,9.697638882279583e-14
clockmon_[119.0__0__0__146.0__0__0],"[119.0, 0, 0, 146.0, 0, 0]",4.5849879106224164e-14,1.386177014503735e-17,8.838831260125251e-15,3.948441153995169e-16,1.386177014503735e-17,4.7645729484494207e-14,4.483479317500344e-16,1.029215597908812e-14,8.838831260125251e-15,4.483479317500344e-16,9.74384478240865e-14,3.702189849165149e-14,3.948441153995169e-16,1.029215597908812e-14,3.702189849165149e-14,9.672316187515137e-14
clockmon_[119.0__0__0__155.0__0__0],"[119.0, 0, 0, 155.0, 0, 0]",4.584799243272728e-14,1.43478656838575e-17,8.838192163869884e-15,3.949218715299381e-16,1.43478656838575e-17,4.825166546321638e-14,4.663707228660011e-16,1.077595889166251e-14,8.838192163869884e-15,4.663707228660011e-16,9.742523700949311e-14,3.7013812151169194e-14,3.949218715299381e-16,1.077595889166251e-14,3.7013812151169194e-14,9.646325935527286e-14
clockmon_[119.0__0__0__164.0__0__0],"[119.0, 0, 0, 164.0, 0, 0]",4.610346145779991e-14,1.49149853490282e-17,8.853103646792939e-15,3.961602862577738e-16,1.49149853490282e-17,4.904356018213653e-14,4.85546417432049e-16,1.126907368838893e-14,8.853103646792939e-15,4.85546417432049e-16,9.755483868349486e-14,3.706294269220525e-14,3.961602862577738e-16,1.126907368838893e-14,3.706294269220525e-14,9.633711548423394e-14
clockmon_[119.0__0__0__173.0__0__0],"[119.0, 0, 0, 173.0, 0, 0]",4.58492503365388e-14,1.545650856537608e-17,8.838893179359908e-15,3.942149687910762e-16,1.545650856537608e-17,4.9462302487886034e-14,5.006625395590324e-16,1.174307689377839e-14,8.838893179359908e-15,5.006625395590324e-16,9.740717632001539e-14,3.699917942035087e-14,3.942149687910762e-16,1.174307689377839e-14,3.699917942035087e-14,9.596262693848195e-14
clockmon_[119.0__0__0__182.0__0__0],"[119.0, 0, 0, 182.0, 0, 0]",4.5847231480369927e-14,1.59442454990829e-17,8.838309689344655e-15,3.939760870654925e-16,1.59442454990829e-17,5.006702692039692e-14,5.17847143603964e-16,1.2221812278981018e-14,8.838309689344655e-15,5.17847143603964e-16,9.739275735486271e-14,3.699159955621129e-14,3.939760870654925e-16,1.2221812278981018e-14,3.699159955621129e-14,9.570539208481359e-14
clockmon_[119.0__0__0__191.0__0__0],"[119.0, 0, 0, 191.0, 0, 0]",4.5846858745097117e-14,1.646320258802126e-17,8.837624766623871e-15,3.937512639162871e-16,1.646320258802126e-17,5.068143000047752e-14,5.352385812880397e-16,1.270551748172614e-14,8.837624766623871e-15,5.352385812880397e-16,9.738217429868663e-14,3.698396071373866e-14,3.937512639162871e-16,1.270551748172614e-14,3.698396071373866e-14,9.544622620609982e-14
clockmon_[119.0__0__0__20.0__0__0],"[119.0, 0, 0, 20.0, 0, 0]",4.584960722623233e-14,6.443756189187201e-18,8.836759915199014e-15,3.976197491428484e-16,6.443756189187201e-18,3.9741864820346435e-14,2.029575719657306e-16,3.513800691894408e-15,8.836759915199014e-15,2.029575719657306e-16,9.756715404534428e-14,3.713934480919799e-14,3.976197491428484e-16,3.513800691894408e-15,3.713934480919799e-14,1.0016425555894896e-13
clockmon_[119.0__0__0__200.0__0__0],"[119.0, 0, 0, 200.0, 0, 0]",4.584343841800619e-14,1.698066221528308e-17,8.837302558571052e-15,3.934901948068531e-16,1.698066221528308e-17,5.128495362279786e-14,5.524190482380179e-16,1.3180896751627691e-14,8.837302558571052e-15,5.524190482380179e-16,9.73762157529004e-14,3.697534836749273e-14,3.934901948068531e-16,1.3180896751627691e-14,3.697534836749273e-14,9.519443004870102e-14
clockmon_[119.0__0__0__29.0__0__0],"[119.0, 0, 0, 29.0, 0, 0]",4.585839524272422e-14,7.1294878828347e-18,8.840584307270329e-15,3.9800186152262453e-16,7.1294878828347e-18,4.0251877285111846e-14,2.201777407495452e-16,4.002657862355814e-15,8.840584307270329e-15,2.201777407495452e-16,9.755726012050098e-14,3.713180700611705e-14,3.9800186152262453e-16,4.002657862355814e-15,3.713180700611705e-14,9.993702809591951e-14
clockmon_[119.0__0__0__38.0__0__0],"[119.0, 0, 0, 38.0, 0, 0]",4.58581861562254e-14,7.660697742735032e-18,8.84053395568787e-15,3.977259352311216e-16,7.660697742735032e-18,4.0769150717769e-14,2.37574243375506e-16,4.490609921883797e-15,8.84053395568787e-15,2.37574243375506e-16,9.754838350941725e-14,3.712338888892788e-14,3.977259352311216e-16,4.490609921883797e-15,3.712338888892788e-14,9.969793156809069e-14
clockmon_[119.0__0__0__47.0__0__0],"[119.0, 0, 0, 47.0, 0, 0]",4.585100386941254e-14,8.184765958846265e-18,8.838130572836565e-15,3.972642218799829e-16,8.184765958846265e-18,4.1300035776223005e-14,2.549397721526822e-16,4.973985440408832e-15,8.838130572836565e-15,2.549397721526822e-16,9.75368311351788e-14,3.711413519292325e-14,3.972642218799829e-16,4.973985440408832e-15,3.711413519292325e-14,9.944744529920534e-14
clockmon_[119.0__0__0__56.0__0__0],"[119.0, 0, 0, 56.0, 0, 0]",4.5856435895760006e-14,8.728833261176811e-18,8.840048681890945e-15,3.972300109347386e-16,8.728833261176811e-18,4.1848411587024357e-14,2.724206739145839e-16,5.455340293751157e-15,8.840048681890945e-15,2.724206739145839e-16,9.75299604173738e-14,3.710659648963176e-14,3.972300109347386e-16,5.455340293751157e-15,3.710659648963176e-14,9.921010009638026e-14
clockmon_[119.0__0__0__65.0__0__0],"[119.0, 0, 0, 65.0, 0, 0]",4.584783589566062e-14,9.218320638173599e-18,8.837847900247184e-15,3.967876145553004e-16,9.218320638173599e-18,4.239503629071661e-14,2.898543832962135e-16,5.936614066669799e-15,8.837847900247184e-15,2.898543832962135e-16,9.751645755662904e-14,3.709736555699196e-14,3.967876145553004e-16,5.936614066669799e-15,3.709736555699196e-14,9.895919933859416e-14
clockmon_[119.0__0__0__74.0__0__0],"[119.0, 0, 0, 74.0, 0, 0]",4.5854498872765154e-14,9.720645415405089e-18,8.839707028964491e-15,3.973156541303246e-16,9.720645415405089e-18,4.295461697802136e-14,3.077490455138336e-16,6.417793280095199e-15,8.839707028964491e-15,3.077490455138336e-16,9.7511132562258e-14,3.708873119977575e-14,3.973156541303246e-16,6.417793280095199e-15,3.708873119977575e-14,9.871868502127123e-14
clockmon_[119.0__0__0__83.0__0__0],"[119.0, 0, 0, 83.0, 0, 0]",4.585514048791554e-14,1.02405108748319e-17,8.839783533748633e-15,3.963013189212682e-16,1.02405108748319e-17,4.35387991218425e-14,3.25043689246778e-16,6.903636729580122e-15,8.839783533748633e-15,3.25043689246778e-16,9.750230028491589e-14,3.70803293568223e-14,3.963013189212682e-16,6.903636729580122e-15,3.70803293568223e-14,9.846934592476682e-14
