"Phase [deg]","Ez_1t1_layerMA []","Exy_1t1_layerMA []","Ez_1t1_layerSA []","Exy_1t1_layerSA []","Ez_1t1_layerMS []","Exy_1t1_layerMS []","E_substrate []","Ez_1t1_layerSAmer []","Exy_1t1_layerSAmer []","Ez_1t1_layerMAmer []","Exy_1t1_layerMAmer []","E_vacuum []","E_substratemer []","Ez_1t1_layerMSmer []","Exy_1t1_layerMSmer []","E_vacuummer []"
0,5.68543912647297e-23,1.87512499578989e-28,3.71536398794686e-26,5.20015230045255e-23,5.69039939513635e-23,4.8804375819622e-30,5.75585494695857e-26,2.33386392458072e-23,2.00776765752881e-22,1.08258650138275e-22,1.10484052978364e-25,5.05687142555289e-27,6.23088311859803e-27,1.14277907403225e-22,7.49653037567088e-27,5.82543983741795e-28
