key,p_MA,p_MA_default,p_MA_default_fixed,p_MA_default_mer,p_MA_default_mer_fixed,p_MA_default_nonmer,p_MA_fixed,p_MA_mer,p_MA_mer_fixed,p_MA_nonmer,p_MS,p_MS_default,p_MS_default_fixed,p_MS_default_mer,p_MS_default_mer_fixed,p_MS_default_nonmer,p_MS_fixed,p_MS_mer,p_MS_mer_fixed,p_MS_nonmer,p_SA,p_SA_default,p_SA_default_fixed,p_SA_default_mer,p_SA_default_mer_fixed,p_SA_default_nonmer,p_SA_fixed,p_SA_mer,p_SA_mer_fixed,p_SA_nonmer,p_substrate,p_substrate_default,p_substrate_default_fixed,p_substrate_default_mer,p_substrate_default_mer_fixed,p_substrate_default_nonmer,p_substrate_fixed,p_substrate_mer,p_substrate_mer_fixed,p_substrate_nonmer,p_vacuum,p_vacuum_default,p_vacuum_default_fixed,p_vacuum_default_mer,p_vacuum_default_mer_fixed,p_vacuum_default_nonmer,p_vacuum_fixed,p_vacuum_mer,p_vacuum_mer_fixed,p_vacuum_nonmer,total_participation,total_participation_fixed
clockmon,1.4030033028291676e-06,1.4030033028291676e-06,2.3256025854084514e-05,9.525575293664655e-07,2.280558008062181e-05,4.5044577346270216e-07,2.3256025854084514e-05,9.525575293664655e-07,2.280558008062181e-05,4.5044577346270216e-07,7.86305972915862e-06,7.86305972915862e-06,1.4330781083783444e-05,5.272949176497035e-06,1.174067053112186e-05,2.590110552661585e-06,1.4330781083783444e-05,5.272949176497035e-06,1.174067053112186e-05,2.590110552661585e-06,5.611718541396473e-05,5.611718541396473e-05,4.584617773668807e-05,4.9342115176127346e-05,3.907110749885069e-05,6.775070237837388e-06,4.584617773668807e-05,4.9342115176127346e-05,3.907110749885069e-05,6.775070237837388e-06,0.918776452945812,0.918776452945812,0.9188841706099304,0.08130211576698762,0.08140983343110614,0.8374743371788244,0.9188841706099304,0.08130211576698762,0.08140983343110614,0.8374743371788244,0.08115816380574199,0.08115816380574199,0.08103239640539484,0.007656501238363098,0.007530733838015945,0.07350166256737889,0.08103239640539484,0.007656501238363098,0.007530733838015945,0.07350166256737889,1.0,0.9999999999999998
