key,coupler_widths,C11,C12,C13,C14,C15,C21,C22,C23,C24,C25,C31,C32,C33,C34,C35,C41,C42,C43,C44,C45,C51,C52,C53,C54,C55
clockmon_0_0_0_246.0_166.0_64.0,"[0, 0, 0, 246.0, 166.0, 64.0]",5.438408168563498e-14,9.38794174554318e-17,1.6574816436576734e-17,6.460904962113094e-16,1.559948756555301e-14,9.38794174554318e-17,5.4959546147321446e-14,8.617443279331577e-17,9.500739456862204e-16,1.11283274191892e-14,1.6574816436576734e-17,8.617443279331577e-17,4.5278389054686435e-14,5.644594431811803e-15,4.2882016481821953e-16,6.460904962113094e-16,9.500739456862204e-16,5.644594431811803e-15,1.0106787461278153e-13,3.771006361932005e-14,1.559948756555301e-14,1.11283274191892e-14,4.2882016481821953e-16,3.771006361932005e-14,9.009078212017871e-14
clockmon_0_0_0_246.0_166.0_98.0,"[0, 0, 0, 246.0, 166.0, 98.0]",5.4379966788250817e-14,9.390171478519307e-17,2.007039493302454e-17,6.447209031478722e-16,1.559889663212011e-14,9.390171478519307e-17,5.49326325737861e-14,1.107571806853825e-16,9.407415985217434e-16,1.112764348220424e-14,2.007039493302454e-17,1.107571806853825e-16,4.837836270144509e-14,7.602386905603344e-15,5.516021369926931e-16,6.447209031478722e-16,9.407415985217434e-16,7.602386905603344e-15,1.0000553695010982e-13,3.766074233295612e-14,1.559889663212011e-14,1.112764348220424e-14,5.516021369926931e-16,3.766074233295612e-14,9.002413128098707e-14
clockmon_0_0_0_246.0_200.0_132.0,"[0, 0, 0, 246.0, 200.0, 132.0]",5.436407540799106e-14,1.11634755361091e-16,2.362931901547262e-17,6.428311662498656e-16,1.559365445141795e-14,1.11634755361091e-16,5.838083106309685e-14,1.897286859184511e-16,1.212386535982588e-15,1.250223648663306e-14,2.362931901547262e-17,1.897286859184511e-16,5.15469796667259e-14,9.466438923656005e-15,6.917346968396799e-16,6.428311662498656e-16,1.212386535982588e-15,9.466438923656005e-15,9.88020532605062e-14,3.752817424578243e-14,1.559365445141795e-14,1.250223648663306e-14,6.917346968396799e-16,3.752817424578243e-14,8.909360174671847e-14
clockmon_0_0_0_246.0_200.0_166.0,"[0, 0, 0, 246.0, 200.0, 166.0]",5.476844859467206e-14,1.116111084759201e-16,2.754393195830863e-17,6.422498439016768e-16,1.56342190369755e-14,1.116111084759201e-16,5.881630329677833e-14,2.639652383817521e-16,1.189326778921169e-15,1.253697270327444e-14,2.754393195830863e-17,2.639652383817521e-16,5.53411912429859e-14,1.118561128645258e-14,8.85537365698322e-16,6.422498439016768e-16,1.189326778921169e-15,1.118561128645258e-14,9.790662643752121e-14,3.749218190196556e-14,1.56342190369755e-14,1.253697270327444e-14,8.85537365698322e-16,3.749218190196556e-14,8.901456109251729e-14
clockmon_0_0_0_246.0_200.0_200.0,"[0, 0, 0, 246.0, 200.0, 200.0]",5.4339987792916503e-14,1.114123328590684e-16,3.162690728338383e-17,6.404531175671139e-16,1.559252103001452e-14,1.114123328590684e-16,5.82639190643959e-14,3.874326062075719e-16,1.154826426239105e-15,1.248569524002519e-14,3.162690728338383e-17,3.874326062075719e-16,5.829697495113797e-14,1.252362470288542e-14,1.145555613219011e-15,6.404531175671139e-16,1.154826426239105e-15,1.252362470288542e-14,9.699055002669153e-14,3.738988249355636e-14,1.559252103001452e-14,1.248569524002519e-14,1.145555613219011e-15,3.738988249355636e-14,8.880966594980291e-14
clockmon_0_0_0_246.0_200.0_30.0,"[0, 0, 0, 246.0, 200.0, 30.0]",5.437055997653608e-14,1.116756225533055e-16,1.321568405073244e-17,6.468872405268582e-16,1.5594222074988e-14,1.116756225533055e-16,5.844998600767484e-14,8.223478260310844e-17,1.253263182767746e-15,1.250755145365591e-14,1.321568405073244e-17,8.223478260310844e-17,4.234543328730719e-14,3.634408226826189e-15,3.166651338186683e-16,6.468872405268582e-16,1.253263182767746e-15,3.634408226826189e-15,1.0193718827277328e-13,3.767362543787601e-14,1.5594222074988e-14,1.250755145365591e-14,3.166651338186683e-16,3.767362543787601e-14,8.929953258511731e-14
clockmon_0_0_0_246.0_200.0_64.0,"[0, 0, 0, 246.0, 200.0, 64.0]",5.4367641193962546e-14,1.116694615304583e-16,1.653337799877854e-17,6.455296678946615e-16,1.559415612289544e-14,1.116694615304583e-16,5.843550796536505e-14,1.08489311803018e-16,1.242621863128019e-15,1.250615709535625e-14,1.653337799877854e-17,1.08489311803018e-16,4.52617405334798e-14,5.642429222534741e-15,4.228707818736005e-16,6.455296678946615e-16,1.242621863128019e-15,5.642429222534741e-15,1.0088641459052819e-13,3.763006052954829e-14,1.559415612289544e-14,1.250615709535625e-14,4.228707818736005e-16,3.763006052954829e-14,8.924027278653201e-14
clockmon_0_0_0_246.0_200.0_98.0,"[0, 0, 0, 246.0, 200.0, 98.0]",5.4365023973551677e-14,1.116730760470585e-16,2.001402898560685e-17,6.44159033210552e-16,1.559360920241485e-14,1.116730760470585e-16,5.838645710885512e-14,1.422667006328876e-16,1.229507068901669e-15,1.250467025257523e-14,2.001402898560685e-17,1.422667006328876e-16,4.8346006327219425e-14,7.598904473537508e-15,5.429962544414981e-16,6.44159033210552e-16,1.229507068901669e-15,7.598904473537508e-15,9.982807515340981e-14,3.758151235964627e-14,1.559360920241485e-14,1.250467025257523e-14,5.429962544414981e-16,3.758151235964627e-14,8.917944664855144e-14
clockmon_0_0_0_246.0_30.0_132.0,"[0, 0, 0, 246.0, 30.0, 132.0]",5.4410989336069485e-14,3.794227897675411e-17,2.391996278150653e-17,6.447169378965737e-16,1.561989085568954e-14,3.794227897675411e-17,4.2349234226446085e-14,5.525787635806026e-17,3.28431153710445e-16,3.622908203417589e-15,2.391996278150653e-17,5.525787635806026e-17,5.165376641022108e-14,9.474858522392619e-15,7.358936918478944e-16,6.447169378965737e-16,3.28431153710445e-16,9.474858522392619e-15,9.932122471567097e-14,3.782856881991309e-14,1.561989085568954e-14,3.622908203417589e-15,7.358936918478944e-16,3.782856881991309e-14,9.404714889001872e-14
clockmon_0_0_0_246.0_30.0_166.0,"[0, 0, 0, 246.0, 30.0, 166.0]",5.4814142438142726e-14,3.79519337453245e-17,2.794018131473856e-17,6.441287948593279e-16,1.566185108504534e-14,3.79519337453245e-17,4.2733709511476124e-14,6.68292091482008e-17,3.248010137138869e-16,3.63393468685332e-15,2.794018131473856e-17,6.68292091482008e-17,5.546683373332212e-14,1.119812942545408e-14,9.498000198636219e-16,6.441287948593279e-16,3.248010137138869e-16,1.119812942545408e-14,9.841191329234128e-14,3.779124659563613e-14,1.566185108504534e-14,3.63393468685332e-15,9.498000198636219e-16,3.779124659563613e-14,9.397667755612878e-14
clockmon_0_0_0_246.0_30.0_200.0,"[0, 0, 0, 246.0, 30.0, 200.0]",5.4400886699441116e-14,3.789636250513413e-17,3.218914769582004e-17,6.422145713984321e-16,1.5619172829350278e-14,3.789636250513413e-17,4.2328252597317494e-14,8.22162812704943e-17,3.205054241008987e-16,3.619694680642572e-15,3.218914769582004e-17,8.22162812704943e-17,5.8495557031647e-14,1.254576108290499e-14,1.243795208309154e-15,6.422145713984321e-16,3.205054241008987e-16,1.254576108290499e-14,9.74837456173341e-14,3.767515353874008e-14,1.5619172829350278e-14,3.619694680642572e-15,1.243795208309154e-15,3.767515353874008e-14,9.372621347246103e-14
clockmon_0_0_0_246.0_30.0_30.0,"[0, 0, 0, 246.0, 30.0, 30.0]",5.4413339148410084e-14,3.793939327034124e-17,1.332914716289088e-17,6.488201357240514e-16,1.562012863904967e-14,3.793939327034124e-17,4.2365539286601474e-14,3.081253401694102e-17,3.3769985004104303e-16,3.62299752139791e-15,1.332914716289088e-17,3.081253401694102e-17,4.2377532170064175e-14,3.637456262446141e-15,3.339864065603234e-16,6.488201357240514e-16,3.3769985004104303e-16,3.637456262446141e-15,1.0247793376266634e-13,3.798341371203373e-14,1.562012863904967e-14,3.62299752139791e-15,3.339864065603234e-16,3.798341371203373e-14,9.426852404967067e-14
clockmon_0_0_0_246.0_30.0_64.0,"[0, 0, 0, 246.0, 30.0, 64.0]",5.441720111333287e-14,3.794576812168486e-17,1.669476861355875e-17,6.474379318861424e-16,1.562021074793205e-14,3.794576812168486e-17,4.23643516851169e-14,3.774535023923983e-17,3.349423717545477e-16,3.62388529859727e-15,1.669476861355875e-17,3.774535023923983e-17,4.530078783599214e-14,5.64675745836499e-15,4.465930240994315e-16,6.474379318861424e-16,3.349423717545477e-16,5.64675745836499e-15,1.0142368717538065e-13,3.793863895696534e-14,1.562021074793205e-14,3.62388529859727e-15,4.465930240994315e-16,3.793863895696534e-14,9.42072625410423e-14
clockmon_0_0_0_246.0_30.0_98.0,"[0, 0, 0, 246.0, 30.0, 98.0]",5.441394185473602e-14,3.795345927793448e-17,2.023003893911428e-17,6.461008214404919e-16,1.562014836976082e-14,3.795345927793448e-17,4.23438389613268e-14,4.603604846362011e-17,3.3194349403992787e-16,3.624215552445012e-15,2.023003893911428e-17,4.603604846362011e-17,4.841774021383339e-14,7.606287549168862e-15,5.752489034835193e-16,6.461008214404919e-16,3.3194349403992787e-16,7.606287549168862e-15,1.0035589230963695e-13,3.788804894120167e-14,1.562014836976082e-14,3.624215552445012e-15,5.752489034835193e-16,3.788804894120167e-14,9.413643625007299e-14
clockmon_0_0_0_246.0_64.0_132.0,"[0, 0, 0, 246.0, 64.0, 132.0]",5.440659800367055e-14,5.055243562548544e-17,2.387042156662949e-17,6.444670515338991e-16,1.561482350087527e-14,5.055243562548544e-17,4.525275324802815e-14,7.019343693218748e-17,4.390514387229209e-16,5.628849112970815e-15,2.387042156662949e-17,7.019343693218748e-17,5.1650484783642976e-14,9.474895419884188e-15,7.298031086929553e-16,6.444670515338991e-16,4.390514387229209e-16,9.474895419884188e-15,9.92612898612914e-14,3.778334538243902e-14,1.561482350087527e-14,5.628849112970815e-15,7.298031086929553e-16,3.778334538243902e-14,9.299540855025915e-14
clockmon_0_0_0_246.0_64.0_166.0,"[0, 0, 0, 246.0, 64.0, 166.0]",5.469057833635396e-14,5.062845324709393e-17,2.784220888001736e-17,6.44005554397158e-16,1.56371080875279e-14,5.062845324709393e-17,4.549360962003916e-14,8.6367520277529e-17,4.347206664410464e-16,5.636817218242141e-15,2.784220888001736e-17,8.6367520277529e-17,5.5178125450955354e-14,1.11752660295095e-14,9.416352101587874e-16,6.44005554397158e-16,4.347206664410464e-16,1.11752660295095e-14,9.833041098633004e-14,3.772757751582033e-14,1.56371080875279e-14,5.636817218242141e-15,9.416352101587874e-16,3.772757751582033e-14,9.289826811511782e-14
clockmon_0_0_0_246.0_64.0_200.0,"[0, 0, 0, 246.0, 64.0, 200.0]",5.4397550595790606e-14,5.049143275211464e-17,3.211709722435996e-17,6.419497630294864e-16,1.561422027035953e-14,5.049143275211464e-17,4.522755487897608e-14,1.084764143999947e-16,4.277733979695158e-16,5.625550256445595e-15,3.211709722435996e-17,1.084764143999947e-16,5.849587715185226e-14,1.254549755961928e-14,1.233254930709612e-15,6.419497630294864e-16,4.277733979695158e-16,1.254549755961928e-14,9.74238902206838e-14,3.7632361744326353e-14,1.561422027035953e-14,5.625550256445595e-15,1.233254930709612e-15,3.7632361744326353e-14,9.268084113547691e-14
clockmon_0_0_0_246.0_64.0_30.0,"[0, 0, 0, 246.0, 64.0, 30.0]",5.4418349898489515e-14,5.054591453453051e-17,1.332228156674571e-17,6.485348247705464e-16,1.561589592143762e-14,5.054591453453051e-17,4.5283813908897696e-14,3.775851428233719e-17,4.513746043324831e-16,5.630287018947007e-15,1.332228156674571e-17,3.775851428233719e-17,4.237427599030473e-14,3.641022781177118e-15,3.313173380244201e-16,6.485348247705464e-16,4.513746043324831e-16,3.641022781177118e-15,1.0241562607499308e-13,3.793875787541198e-14,1.561589592143762e-14,5.630287018947007e-15,3.313173380244201e-16,3.793875787541198e-14,9.321912519724546e-14
clockmon_0_0_0_246.0_64.0_64.0,"[0, 0, 0, 246.0, 64.0, 64.0]",5.4415893456979434e-14,5.054860644379706e-17,1.666119236982652e-17,6.471891424080419e-16,1.561598392928516e-14,5.054860644379706e-17,4.5270177931585715e-14,4.683842589204572e-17,4.478288584078973e-16,5.630402914425016e-15,1.666119236982652e-17,4.683842589204572e-17,4.531312458572745e-14,5.646512631370305e-15,4.428185160697704e-16,6.471891424080419e-16,4.478288584078973e-16,5.646512631370305e-15,1.0136286315776147e-13,3.789320252917969e-14,1.561598392928516e-14,5.630402914425016e-15,4.428185160697704e-16,3.789320252917969e-14,9.315173631365857e-14
clockmon_0_0_0_246.0_64.0_98.0,"[0, 0, 0, 246.0, 64.0, 98.0]",5.441418229190495e-14,5.056862537977826e-17,2.018926772531604e-17,6.458243899056999e-16,1.561602965583543e-14,5.056862537977826e-17,4.5253327905038114e-14,5.779219524141117e-17,4.437563605922443e-16,5.630289382180685e-15,2.018926772531604e-17,5.779219524141117e-17,4.84160354503059e-14,7.606055316376925e-15,5.704853142267612e-16,6.458243899056999e-16,4.437563605922443e-16,7.606055316376925e-15,1.0029714696135772e-13,3.7842489463690805e-14,1.561602965583543e-14,5.630289382180685e-15,5.704853142267612e-16,3.7842489463690805e-14,9.308631077661422e-14
clockmon_0_0_0_246.0_98.0_132.0,"[0, 0, 0, 246.0, 98.0, 132.0]",5.441537215548155e-14,6.399026689223191e-17,2.382880342019272e-17,6.443291762835612e-16,1.561347154113791e-14,6.399026689223191e-17,4.836001979497762e-14,8.853578676056143e-17,5.65083905339546e-16,7.589991487596455e-15,2.382880342019272e-17,8.853578676056143e-17,5.16557968375573e-14,9.475958100808319e-15,7.226726872953443e-16,6.443291762835612e-16,5.65083905339546e-16,9.475958100808319e-15,9.92002529044929e-14,3.773488042819237e-14,1.561347154113791e-14,7.589991487596455e-15,7.226726872953443e-16,3.773488042819237e-14,9.193837459472492e-14
clockmon_0_0_0_246.0_98.0_166.0,"[0, 0, 0, 246.0, 98.0, 166.0]",5.468551981251679e-14,6.398706210840749e-17,2.770387054794966e-17,6.438926847460031e-16,1.563185031391116e-14,6.398706210840749e-17,4.861399447997497e-14,1.109283046218031e-16,5.587352521769525e-16,7.59648342830023e-15,2.770387054794966e-17,1.109283046218031e-16,5.516873908696522e-14,1.117445360531663e-14,9.31452538228461e-16,6.438926847460031e-16,5.587352521769525e-16,1.117445360531663e-14,9.826186978519313e-14,3.767900556520977e-14,1.563185031391116e-14,7.59648342830023e-15,9.31452538228461e-16,3.767900556520977e-14,9.183765240991417e-14
clockmon_0_0_0_246.0_98.0_200.0,"[0, 0, 0, 246.0, 98.0, 200.0]",5.439246183944033e-14,6.389681700398853e-17,3.206173755538334e-17,6.417145147810666e-16,1.560932101247597e-14,6.389681700398853e-17,4.8323349880320744e-14,1.422844843424978e-16,5.489330867257784e-16,7.582211612499061e-15,3.206173755538334e-17,1.422844843424978e-16,5.848137160237239e-14,1.254443664616774e-14,1.2197721271471523e-15,6.417145147810666e-16,5.489330867257784e-16,1.254443664616774e-14,9.735645998513772e-14,3.758417460823861e-14,1.560932101247597e-14,7.582211612499061e-15,1.2197721271471523e-15,3.758417460823861e-14,9.162976381416442e-14
clockmon_0_0_0_246.0_98.0_30.0,"[0, 0, 0, 246.0, 98.0, 30.0]",5.4412177704657644e-14,6.398458192444447e-17,1.330467736761241e-17,6.48320830126064e-16,1.561124570788109e-14,6.398458192444447e-17,4.8372174361459954e-14,4.603974310078911e-17,5.812806144333041e-16,7.590367431240055e-15,1.330467736761241e-17,4.603974310078911e-17,4.237961291982213e-14,3.640083233007014e-15,3.280359789115835e-16,6.48320830126064e-16,5.812806144333041e-16,3.640083233007014e-15,1.0234458684304227e-13,3.788804104594584e-14,1.561124570788109e-14,7.590367431240055e-15,3.280359789115835e-16,3.788804104594584e-14,9.215310660003883e-14
clockmon_0_0_0_246.0_98.0_64.0,"[0, 0, 0, 246.0, 98.0, 64.0]",5.4409303008654686e-14,6.398415124727264e-17,1.664160450793727e-17,6.469376964208953e-16,1.561116149653664e-14,6.398415124727264e-17,4.8365549366274454e-14,5.77872677212143e-17,5.765141531678619e-16,7.590016160013647e-15,1.664160450793727e-17,5.77872677212143e-17,4.530475388684396e-14,5.646553646583576e-15,4.385887524653019e-16,6.469376964208953e-16,5.765141531678619e-16,5.646553646583576e-15,1.0128873375221161e-13,3.784246541427775e-14,1.561116149653664e-14,7.590016160013647e-15,4.385887524653019e-16,3.784246541427775e-14,9.209145546431707e-14
clockmon_0_0_0_246.0_98.0_98.0,"[0, 0, 0, 246.0, 98.0, 98.0]",5.4415608172789195e-14,6.399692560046753e-17,2.016230721178601e-17,6.456821124689343e-16,1.561342637786534e-14,6.399692560046753e-17,4.837619945384652e-14,7.179855061435178e-17,5.71026085070357e-16,7.590428871525265e-15,2.016230721178601e-17,7.179855061435178e-17,4.844005419559187e-14,7.607023061987252e-15,5.649522520430278e-16,6.456821124689343e-16,5.71026085070357e-16,7.607023061987252e-15,1.0023263149191363e-13,3.779207710511678e-14,1.561342637786534e-14,7.590428871525265e-15,5.649522520430278e-16,3.779207710511678e-14,9.203046119429349e-14
clockmon_0_0_0_30.0_132.0_132.0,"[0, 0, 0, 30.0, 132.0, 132.0]",4.0297147018028146e-14,2.284962808797641e-17,8.4066195672858e-18,2.238303279257573e-16,4.061195670855201e-15,2.284962808797641e-17,5.162515710484802e-14,1.113415440075697e-16,7.225972768511278e-16,9.468871347216627e-15,8.4066195672858e-18,1.113415440075697e-16,5.1657481949136883e-14,9.475331399938149e-15,7.211656412060905e-16,2.238303279257573e-16,7.225972768511278e-16,9.475331399938149e-15,9.934005553280723e-14,3.785868623172524e-14,4.061195670855201e-15,9.468871347216627e-15,7.211656412060905e-16,3.785868623172524e-14,9.689559191146863e-14
clockmon_0_0_0_30.0_132.0_166.0,"[0, 0, 0, 30.0, 132.0, 166.0]",4.0557480705732345e-14,2.278185958898342e-17,9.856046264376166e-18,2.237632853843761e-16,4.069143643934113e-15,2.278185958898342e-17,5.186397529988114e-14,1.43091081241692e-16,7.136634031882033e-16,9.48091964280567e-15,9.856046264376166e-18,1.43091081241692e-16,5.516316907366327e-14,1.1173312785878621e-14,9.280420615527378e-16,2.237632853843761e-16,7.136634031882033e-16,1.1173312785878621e-14,9.840049066900425e-14,3.780940207834424e-14,4.069143643934113e-15,9.48091964280567e-15,9.280420615527378e-16,3.780940207834424e-14,9.681691429648784e-14
clockmon_0_0_0_30.0_132.0_200.0,"[0, 0, 0, 30.0, 132.0, 200.0]",4.028479335419402e-14,2.28357636214537e-17,1.1267712995292471e-17,2.229764728823262e-16,4.060344782809863e-15,2.28357636214537e-17,5.155460325160931e-14,1.896154919288542e-16,6.993475285314855e-16,9.458429893242425e-15,1.1267712995292471e-17,1.896154919288542e-16,5.846970042464572e-14,1.254169027223747e-14,1.211469924834361e-15,2.229764728823262e-16,6.993475285314855e-16,1.254169027223747e-14,9.7500928074067e-14,3.770903992559933e-14,4.060344782809863e-15,9.458429893242425e-15,1.211469924834361e-15,3.770903992559933e-14,9.65977493192814e-14
clockmon_0_0_0_30.0_132.0_30.0,"[0, 0, 0, 30.0, 132.0, 30.0]",4.028865916951656e-14,2.286679296362993e-17,4.74578538191361e-18,2.252662771704795e-16,4.06076940812751e-15,2.286679296362993e-17,5.1641577525183354e-14,5.532102802980303e-17,7.440480336935934e-16,9.469672538887899e-15,4.74578538191361e-18,5.532102802980303e-17,4.237604649166022e-14,3.639742591681933e-15,3.284267972962268e-16,2.252662771704795e-16,7.440480336935934e-16,3.639742591681933e-15,1.0247970862984337e-13,3.801006220067602e-14,4.06076940812751e-15,9.469672538887899e-15,3.284267972962268e-16,3.801006220067602e-14,9.711601381797704e-14
clockmon_0_0_0_30.0_132.0_64.0,"[0, 0, 0, 30.0, 132.0, 64.0]",4.0287059912813474e-14,2.287089121401817e-17,5.911381709564839e-18,2.247774842780383e-16,4.060634217461954e-15,2.287089121401817e-17,5.163337868377203e-14,7.025249740184484e-17,7.380074138538872e-16,9.46762606025379e-15,5.911381709564839e-18,7.025249740184484e-17,4.529663618038898e-14,5.646138020124132e-15,4.38815603161791e-16,2.247774842780383e-16,7.380074138538872e-16,5.646138020124132e-15,1.0142380227690581e-13,3.796285219342231e-14,4.060634217461954e-15,9.46762606025379e-15,4.38815603161791e-16,3.796285219342231e-14,9.705452862122975e-14
clockmon_0_0_0_30.0_132.0_98.0,"[0, 0, 0, 30.0, 132.0, 98.0]",4.0305814982433346e-14,2.282215927896375e-17,7.136802415277895e-18,2.242597573280486e-16,4.061421763880559e-15,2.282215927896375e-17,5.166832405810251e-14,8.857150653948427e-17,7.30994809222521e-16,9.471086499936998e-15,7.136802415277895e-18,8.857150653948427e-17,4.843359821571264e-14,7.608304406015444e-15,5.647550643432082e-16,2.242597573280486e-16,7.30994809222521e-16,7.608304406015444e-15,1.003697065267093e-13,3.791567798268049e-14,4.061421763880559e-15,9.471086499936998e-15,5.647550643432082e-16,3.791567798268049e-14,9.698962612149034e-14
clockmon_0_0_0_30.0_166.0_132.0,"[0, 0, 0, 30.0, 166.0, 132.0]",4.027640321743489e-14,2.693130891234741e-17,8.395906838272231e-18,2.236328383144866e-16,4.057283350832485e-15,2.693130891234741e-17,5.4942691954831174e-14,1.4299579187603077e-16,9.300801684779543e-16,1.115371682031622e-14,8.395906838272231e-18,1.4299579187603077e-16,5.159982580503624e-14,9.470746681862345e-15,7.108930900837339e-16,2.236328383144866e-16,9.300801684779543e-16,9.470746681862345e-15,9.9202458162921e-14,3.778345105854321e-14,4.057283350832485e-15,1.115371682031622e-14,7.108930900837339e-16,3.778345105854321e-14,9.590881110933495e-14
clockmon_0_0_0_30.0_166.0_166.0,"[0, 0, 0, 30.0, 166.0, 166.0]",4.0551535807110284e-14,2.681956047472835e-17,9.849563922130211e-18,2.236433448431337e-16,4.066648936219582e-15,2.681956047472835e-17,5.5196082969555894e-14,1.89967478132699e-16,9.152606143652451e-16,1.115910278253672e-14,9.849563922130211e-18,1.89967478132699e-16,5.511229078490835e-14,1.117044829314095e-14,9.125605687627112e-16,2.236433448431337e-16,9.152606143652451e-16,1.117044829314095e-14,9.827609737821727e-14,3.774006974279831e-14,4.066648936219582e-15,1.115910278253672e-14,9.125605687627112e-16,3.774006974279831e-14,9.583660359012868e-14
clockmon_0_0_0_30.0_166.0_200.0,"[0, 0, 0, 30.0, 166.0, 200.0]",4.027216699510515e-14,2.686381488711198e-17,1.122420987005505e-17,2.227970170179807e-16,4.057104839706926e-15,2.686381488711198e-17,5.4866508970118423e-14,2.634195823579161e-16,8.945492407190495e-16,1.114266669530701e-14,1.122420987005505e-17,2.634195823579161e-16,5.83956057895938e-14,1.253601337202499e-14,1.18737817669263e-15,2.227970170179807e-16,8.945492407190495e-16,1.253601337202499e-14,9.737784056474547e-14,3.76379866075977e-14,4.057104839706926e-15,1.114266669530701e-14,1.18737817669263e-15,3.76379866075977e-14,9.562293678186894e-14
clockmon_0_0_0_30.0_166.0_30.0,"[0, 0, 0, 30.0, 166.0, 30.0]",4.0279374964692894e-14,2.692189516532178e-17,4.730893341010161e-18,2.250714894519262e-16,4.057466769634556e-15,2.692189516532178e-17,5.500471406164095e-14,6.680376450877715e-17,9.590153181767967e-16,1.115600719974811e-14,4.730893341010161e-18,6.680376450877715e-17,4.235949004138981e-14,3.635975757004797e-15,3.2458827683178623e-16,2.250714894519262e-16,9.590153181767967e-16,3.635975757004797e-15,1.0234824841170507e-13,3.793376307560424e-14,4.057466769634556e-15,1.115600719974811e-14,3.2458827683178623e-16,3.793376307560424e-14,9.613115347303001e-14
clockmon_0_0_0_30.0_166.0_64.0,"[0, 0, 0, 30.0, 166.0, 64.0]",4.02811878444314e-14,2.693160754491657e-17,5.895366764411343e-18,2.246347013783155e-16,4.058922919418929e-15,2.693160754491657e-17,5.499521178009168e-14,8.62333516524912e-17,9.511219964926438e-16,1.115554056626339e-14,5.895366764411343e-18,8.62333516524912e-17,4.528359632623339e-14,5.644814503435549e-15,4.335540840332853e-16,2.246347013783155e-16,9.511219964926438e-16,5.644814503435549e-15,1.0129637263670821e-13,3.788904408388036e-14,4.058922919418929e-15,1.115554056626339e-14,4.335540840332853e-16,3.788904408388036e-14,9.607082278667932e-14
clockmon_0_0_0_30.0_166.0_98.0,"[0, 0, 0, 30.0, 166.0, 98.0]",4.027749575032709e-14,2.6930041268610596e-17,7.115339468023627e-18,2.241120615122849e-16,4.05768335965064e-15,2.6930041268610596e-17,5.4967470851491147e-14,1.108186051466149e-16,9.418314603346503e-16,1.115507099937813e-14,7.115339468023627e-18,1.108186051466149e-16,4.838379848626155e-14,7.602666414300338e-15,5.57333603866233e-16,2.241120615122849e-16,9.418314603346503e-16,7.602666414300338e-15,1.0023303545925057e-13,3.783961360397264e-14,4.05768335965064e-15,1.115507099937813e-14,5.57333603866233e-16,3.783961360397264e-14,9.599706476566305e-14
clockmon_0_0_0_30.0_200.0_132.0,"[0, 0, 0, 30.0, 200.0, 132.0]",4.0276880107784564e-14,3.149605190463868e-17,8.373141669409455e-18,2.234751910229684e-16,4.0576557089139576e-15,3.149605190463868e-17,5.843155498547546e-14,1.898328845742633e-16,1.213750345564267e-15,1.253466703395271e-14,8.373141669409455e-18,1.898328845742633e-16,5.1560572433092943e-14,9.467442072709527e-15,6.984104215918953e-16,2.234751910229684e-16,1.213750345564267e-15,9.467442072709527e-15,9.903125910994111e-14,3.770645472086082e-14,4.0576557089139576e-15,1.253466703395271e-14,6.984104215918953e-16,3.770645472086082e-14,9.505804401921862e-14
clockmon_0_0_0_30.0_200.0_166.0,"[0, 0, 0, 30.0, 200.0, 166.0]",4.064514120872909e-14,3.142893905700129e-17,9.774202736345948e-18,2.231474723392285e-16,4.069920600775907e-15,3.142893905700129e-17,5.886050434517386e-14,2.639149841757448e-16,1.190594172302626e-15,1.25700623715129e-14,9.774202736345948e-18,2.639149841757448e-16,5.5351511892526724e-14,1.118567005952856e-14,8.932924284597537e-16,2.231474723392285e-16,1.190594172302626e-15,1.118567005952856e-14,9.813256921164246e-14,3.767896890506431e-14,4.069920600775907e-15,1.25700623715129e-14,8.932924284597537e-16,3.767896890506431e-14,9.501160404996262e-14
clockmon_0_0_0_30.0_200.0_200.0,"[0, 0, 0, 30.0, 200.0, 200.0]",4.026802345355779e-14,3.140970199217911e-17,1.115685105667568e-17,2.226320345007469e-16,4.055830977715064e-15,3.140970199217911e-17,5.830874765349955e-14,3.876822091793096e-16,1.156314848201192e-15,1.251591912888884e-14,1.115685105667568e-17,3.876822091793096e-16,5.83086539541795e-14,1.252512646808514e-14,1.1545352930181237e-15,2.226320345007469e-16,1.156314848201192e-15,1.252512646808514e-14,9.721795911848596e-14,3.75676885224932e-14,4.055830977715064e-15,1.251591912888884e-14,1.1545352930181237e-15,3.75676885224932e-14,9.478446107080727e-14
clockmon_0_0_0_30.0_200.0_30.0,"[0, 0, 0, 30.0, 200.0, 30.0]",4.0276196554756495e-14,3.15065903859045e-17,4.721158906499004e-18,2.249010248937247e-16,4.056602274150711e-15,3.15065903859045e-17,5.849472833422516e-14,8.228551452752191e-17,1.254781884019508e-15,1.253911399251399e-14,4.721158906499004e-18,8.228551452752191e-17,4.235360958521435e-14,3.635518455144105e-15,3.204286180395221e-16,2.249010248937247e-16,1.254781884019508e-15,3.635518455144105e-15,1.0216669584556039e-13,3.785317196886985e-14,4.056602274150711e-15,1.253911399251399e-14,3.204286180395221e-16,3.785317196886985e-14,9.527358751119451e-14
