key,coupler_widths,C11,C12,C13,C14,C15,C21,C22,C23,C24,C25,C31,C32,C33,C34,C35,C41,C42,C43,C44,C45,C51,C52,C53,C54,C55
clockmon_0_0_0_192.0_132.0_64.0,"[0, 0, 0, 192.0, 132.0, 64.0]",5.0697029379213464e-14,5.974174124487136e-17,1.384097158018398e-17,5.434314344267595e-16,1.275631186020433e-14,5.974174124487136e-17,5.1629579603928985e-14,7.024223554863448e-17,7.375147271333015e-16,9.455693789951318e-15,1.384097158018398e-17,7.024223554863448e-17,4.531105304203658e-14,5.646536111196414e-15,4.352343083045835e-16,5.434314344267595e-16,7.375147271333015e-16,5.646536111196414e-15,1.0125659646636265e-13,3.782861459124008e-14,1.275631186020433e-14,9.455693789951318e-15,4.352343083045835e-16,3.782861459124008e-14,9.259857210008718e-14
clockmon_0_0_0_192.0_132.0_98.0,"[0, 0, 0, 192.0, 132.0, 98.0]",5.0702242971001386e-14,5.973634738792059e-17,1.676078191925634e-17,5.42316526302386e-16,1.2756960006049601e-14,5.973634738792059e-17,5.1631198839726154e-14,8.860143478047346e-17,7.303952136918997e-16,9.455090541057716e-15,1.676078191925634e-17,8.860143478047346e-17,4.843705098943787e-14,7.60962990389165e-15,5.605307406744146e-16,5.42316526302386e-16,7.303952136918997e-16,7.60962990389165e-15,1.001982110077718e-13,3.777950857466158e-14,1.2756960006049601e-14,9.455090541057716e-15,5.605307406744146e-16,3.777950857466158e-14,9.25288118886432e-14
clockmon_0_0_0_192.0_166.0_132.0,"[0, 0, 0, 192.0, 166.0, 132.0]",5.0675962100253865e-14,7.119266645348637e-17,1.975823782621558e-17,5.408033253979719e-16,1.275084603763465e-14,7.119266645348637e-17,5.492952100095659e-14,1.429080484905674e-16,9.293487377631938e-16,1.113618986880785e-14,1.975823782621558e-17,1.429080484905674e-16,5.160893284478741e-14,9.47215153078915e-15,7.057882132192138e-16,5.408033253979719e-16,9.293487377631938e-16,9.47215153078915e-15,9.903757726571545e-14,3.76496327657052e-14,1.275084603763465e-14,1.113618986880785e-14,7.057882132192138e-16,3.76496327657052e-14,9.145574300688682e-14
clockmon_0_0_0_192.0_166.0_166.0,"[0, 0, 0, 192.0, 166.0, 166.0]",5.095695226110825e-14,7.115983518137728e-17,2.29841464011056e-17,5.402874943929276e-16,1.275893327558646e-14,7.115983518137728e-17,5.5175224565333526e-14,1.901873726394984e-16,9.144693394274485e-16,1.114195469157647e-14,2.29841464011056e-17,1.901873726394984e-16,5.511984986150376e-14,1.117026437500398e-14,9.070438611005317e-16,5.402874943929276e-16,9.144693394274485e-16,1.117026437500398e-14,9.810695623847504e-14,3.759973732931591e-14,1.275893327558646e-14,1.114195469157647e-14,9.070438611005317e-16,3.759973732931591e-14,9.136224210923381e-14
clockmon_0_0_0_192.0_166.0_200.0,"[0, 0, 0, 192.0, 166.0, 200.0]",5.066711427009785e-14,7.104836421191277e-17,2.646854833588115e-17,5.387916232241723e-16,1.274946326194136e-14,7.104836421191277e-17,5.485360093669389e-14,2.633619889280289e-16,8.939934173139723e-16,1.112549175596962e-14,2.646854833588115e-17,2.633619889280289e-16,5.841032795434274e-14,1.253606890095801e-14,1.180327081867763e-15,5.387916232241723e-16,8.939934173139723e-16,1.253606890095801e-14,9.721213650493575e-14,3.75074305324819e-14,1.274946326194136e-14,1.112549175596962e-14,1.180327081867763e-15,3.75074305324819e-14,9.116879419227757e-14
clockmon_0_0_0_192.0_166.0_30.0,"[0, 0, 0, 192.0, 166.0, 30.0]",5.0677920830048116e-14,7.118974300972307e-17,1.105071765739877e-17,5.442050541425521e-16,1.27507341971295e-14,7.118974300972307e-17,5.4982305427582747e-14,6.67583614038492e-17,9.583883996869923e-16,1.113890879938643e-14,1.105071765739877e-17,6.67583614038492e-17,4.236210514760449e-14,3.637625798594197e-15,3.217657339183694e-16,5.442050541425521e-16,9.583883996869923e-16,3.637625798594197e-15,1.0217517245059537e-13,3.779931771905141e-14,1.27507341971295e-14,1.113890879938643e-14,3.217657339183694e-16,3.779931771905141e-14,9.167656652918859e-14
clockmon_0_0_0_192.0_166.0_64.0,"[0, 0, 0, 192.0, 166.0, 64.0]",5.06773594526433e-14,7.119007435673761e-17,1.382169708804825e-17,5.430606878736738e-16,1.275076764650661e-14,7.119007435673761e-17,5.497142186074861e-14,8.618031412293459e-17,9.504541051925731e-16,1.113839761623598e-14,1.382169708804825e-17,8.618031412293459e-17,4.5281998544744494e-14,5.644728811756393e-15,4.2998010546829807e-16,5.430606878736738e-16,9.504541051925731e-16,5.644728811756393e-15,1.0112356542987172e-13,3.775469166009422e-14,1.275076764650661e-14,1.113839761623598e-14,4.2998010546829807e-16,3.775469166009422e-14,9.16165775122591e-14
clockmon_0_0_0_192.0_166.0_98.0,"[0, 0, 0, 192.0, 166.0, 98.0]",5.068080282241297e-14,7.119692556703585e-17,1.673023684315962e-17,5.419139747108307e-16,1.275134970144948e-14,7.119692556703585e-17,5.495700663119151e-14,1.107382159679894e-16,9.410202412097091e-16,1.11377157056386e-14,1.673023684315962e-17,1.107382159679894e-16,4.839188723339022e-14,7.60282390004979e-15,5.529666580693589e-16,5.419139747108307e-16,9.410202412097091e-16,7.60282390004979e-15,1.000683521032168e-13,3.770578133906236e-14,1.275134970144948e-14,1.11377157056386e-14,5.529666580693589e-16,3.770578133906236e-14,9.15457610942402e-14
clockmon_0_0_0_192.0_200.0_132.0,"[0, 0, 0, 192.0, 200.0, 132.0]",5.06693082089857e-14,8.401412423758948e-17,1.9695263908421537e-17,5.403645275915415e-16,1.274770037550644e-14,8.401412423758948e-17,5.840338143191734e-14,1.896976870354267e-16,1.212874186278112e-15,1.2515665873737072e-14,1.9695263908421537e-17,1.896976870354267e-16,5.156387993341048e-14,9.468094408721088e-15,6.932430261955271e-16,5.403645275915415e-16,1.212874186278112e-15,9.468094408721088e-15,9.886567346698671e-14,3.757307940990536e-14,1.274770037550644e-14,1.2515665873737072e-14,6.932430261955271e-16,3.757307940990536e-14,9.061071717486731e-14
clockmon_0_0_0_192.0_200.0_166.0,"[0, 0, 0, 192.0, 200.0, 166.0]",5.106849184606345e-14,8.392162457704349e-17,2.293677793827986e-17,5.39725217775754e-16,1.277738978044514e-14,8.392162457704349e-17,5.883578910599809e-14,2.639075211090123e-16,1.189637390761421e-15,1.254894248201345e-14,2.293677793827986e-17,2.639075211090123e-16,5.534831167704247e-14,1.118564184319851e-14,8.874172442560841e-16,5.39725217775754e-16,1.189637390761421e-15,1.118564184319851e-14,9.796558009146202e-14,3.7541652708134e-14,1.277738978044514e-14,1.254894248201345e-14,8.874172442560841e-16,3.7541652708134e-14,9.053697651575952e-14
clockmon_0_0_0_192.0_200.0_200.0,"[0, 0, 0, 192.0, 200.0, 200.0]",5.065921716014172e-14,8.380926154482757e-17,2.630634854441041e-17,5.383893481538112e-16,1.274608883517616e-14,8.380926154482757e-17,5.828983546987615e-14,3.875098672892709e-16,1.155427440037676e-15,1.249871250184561e-14,2.630634854441041e-17,3.875098672892709e-16,5.832943689410422e-14,1.252577204937453e-14,1.1477891296483073e-15,5.383893481538112e-16,1.155427440037676e-15,1.252577204937453e-14,9.705747254004073e-14,3.743673286219156e-14,1.274608883517616e-14,1.249871250184561e-14,1.1477891296483073e-15,3.743673286219156e-14,9.034265717252165e-14
clockmon_0_0_0_192.0_200.0_30.0,"[0, 0, 0, 192.0, 200.0, 30.0]",5.0671712023067386e-14,8.405205894235282e-17,1.102793480112107e-17,5.437478693961668e-16,1.274748970596408e-14,8.405205894235282e-17,5.846770649581599e-14,8.223411081865419e-17,1.25381607227146e-15,1.252014660366775e-14,1.102793480112107e-17,8.223411081865419e-17,4.235620166464157e-14,3.637310689512783e-15,3.1763933032001744e-16,5.437478693961668e-16,1.25381607227146e-15,3.637310689512783e-15,1.0199555018414125e-13,3.771904825699354e-14,1.274748970596408e-14,1.252014660366775e-14,3.1763933032001744e-16,3.771904825699354e-14,9.082543250925313e-14
clockmon_0_0_0_192.0_200.0_64.0,"[0, 0, 0, 192.0, 200.0, 64.0]",5.066868368304489e-14,8.404380236134263e-17,1.378689023961228e-17,5.426035938616839e-16,1.274713514701844e-14,8.404380236134263e-17,5.84521372147209e-14,1.084723273507899e-16,1.243112009001378e-15,1.2518894848962018e-14,1.378689023961228e-17,1.084723273507899e-16,4.526799898697346e-14,5.642724793864287e-15,4.23995078298004e-16,5.426035938616839e-16,1.243112009001378e-15,5.642724793864287e-15,1.0094240095821447e-13,3.7675203124825603e-14,1.274713514701844e-14,1.2518894848962018e-14,4.23995078298004e-16,3.7675203124825603e-14,9.076492519810223e-14
clockmon_0_0_0_192.0_200.0_98.0,"[0, 0, 0, 192.0, 200.0, 98.0]",5.0669180558159767e-14,8.405141662550973e-17,1.66969410501195e-17,5.414406859482714e-16,1.274728653731141e-14,8.405141662550973e-17,5.841210798781961e-14,1.422996589098138e-16,1.229806070293804e-15,1.251660581163961e-14,1.66969410501195e-17,1.422996589098138e-16,4.8363543719673103e-14,7.59969491851783e-15,5.444351128687407e-16,5.414406859482714e-16,1.229806070293804e-15,7.59969491851783e-15,9.989120103582955e-14,3.762671202973044e-14,1.274728653731141e-14,1.251660581163961e-14,5.444351128687407e-16,3.762671202973044e-14,9.0697071151233e-14
clockmon_0_0_0_192.0_30.0_132.0,"[0, 0, 0, 192.0, 30.0, 132.0]",5.0707961036534635e-14,2.964472407398333e-17,1.992373515774157e-17,5.418551177794421e-16,1.2767069721940219e-14,2.964472407398333e-17,4.2357175268441874e-14,5.525925745660913e-17,3.2863118334214384e-16,3.628894714089634e-15,1.992373515774157e-17,5.525925745660913e-17,5.1669788942314075e-14,9.476474530728582e-15,7.375356934928211e-16,5.418551177794421e-16,3.2863118334214384e-16,9.476474530728582e-15,9.938739326194554e-14,3.787362882363359e-14,1.2767069721940219e-14,3.628894714089634e-15,7.375356934928211e-16,3.787362882363359e-14,9.557166620863122e-14
clockmon_0_0_0_192.0_30.0_166.0,"[0, 0, 0, 192.0, 30.0, 166.0]",5.110254384762931e-14,2.961585920288874e-17,2.324200548996607e-17,5.411571449910104e-16,1.279683848840091e-14,2.961585920288874e-17,4.273915862699345e-14,6.682761014304153e-17,3.249074306726785e-16,3.637852339232983e-15,2.324200548996607e-17,6.682761014304153e-17,5.547459584526985e-14,1.119869302249446e-14,9.518486452691027e-16,5.411571449910104e-16,3.249074306726785e-16,1.119869302249446e-14,9.846896191352414e-14,3.78378434388708e-14,1.279683848840091e-14,3.637852339232983e-15,9.518486452691027e-16,3.78378434388708e-14,9.55086450885615e-14
clockmon_0_0_0_192.0_30.0_200.0,"[0, 0, 0, 192.0, 30.0, 200.0]",5.069326935202763e-14,2.9596693080197e-17,2.675076734058191e-17,5.39739523839727e-16,1.276566751937417e-14,2.9596693080197e-17,4.233844530287341e-14,8.221067469219588e-17,3.206843881100234e-16,3.625425804131637e-15,2.675076734058191e-17,8.221067469219588e-17,5.852236920035128e-14,1.254604342538883e-14,1.246237835885817e-15,5.39739523839727e-16,3.206843881100234e-16,1.254604342538883e-14,9.753897126865033e-14,3.772064031696159e-14,1.276566751937417e-14,3.625425804131637e-15,1.246237835885817e-15,3.772064031696159e-14,9.526197528346309e-14
clockmon_0_0_0_192.0_30.0_30.0,"[0, 0, 0, 192.0, 30.0, 30.0]",5.070362948812592e-14,2.964530635577372e-17,1.111868007677047e-17,5.452313801418509e-16,1.27665653002238e-14,2.964530635577372e-17,4.237505630218979e-14,3.081673817259764e-17,3.379427680206831e-16,3.629788337097607e-15,1.111868007677047e-17,3.081673817259764e-17,4.239226053894985e-14,3.640424567772654e-15,3.349448330371244e-16,5.452313801418509e-16,3.379427680206831e-16,3.640424567772654e-15,1.0253813623138451e-13,3.802901025412214e-14,1.27665653002238e-14,3.629788337097607e-15,3.349448330371244e-16,3.802901025412214e-14,9.580272029701713e-14
clockmon_0_0_0_192.0_30.0_64.0,"[0, 0, 0, 192.0, 30.0, 64.0]",5.0711487776580243e-14,2.964771472425261e-17,1.391551912840937e-17,5.44114346601748e-16,1.27672607934076e-14,2.964771472425261e-17,4.237234631747405e-14,3.772825162704521e-17,3.351285010758835e-16,3.629922380876116e-15,1.391551912840937e-17,3.772825162704521e-17,4.5316810545146156e-14,5.647653150480092e-15,4.477213345551087e-16,5.44114346601748e-16,3.351285010758835e-16,5.647653150480092e-15,1.0148727216910738e-13,3.7983850411894306e-14,1.27672607934076e-14,3.629922380876116e-15,4.477213345551087e-16,3.7983850411894306e-14,9.573909182099027e-14
clockmon_0_0_0_192.0_30.0_98.0,"[0, 0, 0, 192.0, 30.0, 98.0]",5.071041958184767e-14,2.965781444260631e-17,1.6862980586418536e-17,5.429793366810588e-16,1.276742277116339e-14,2.965781444260631e-17,4.235120281764696e-14,4.604420872708225e-17,3.321544205708129e-16,3.630176168942631e-15,1.6862980586418536e-17,4.604420872708225e-17,4.843534276457018e-14,7.607117311787147e-15,5.767214157062671e-16,5.429793366810588e-16,3.321544205708129e-16,7.607117311787147e-15,1.0042063849961223e-13,3.793384572601935e-14,1.276742277116339e-14,3.630176168942631e-15,5.767214157062671e-16,3.793384572601935e-14,9.566234212458006e-14
clockmon_0_0_0_192.0_64.0_132.0,"[0, 0, 0, 192.0, 64.0, 132.0]",5.070263826250942e-14,3.917433904892772e-17,1.988546476431492e-17,5.416316614358687e-16,1.276309457908919e-14,3.917433904892772e-17,4.5262283418215644e-14,7.021319562908222e-17,4.393014209583709e-16,5.634532677065829e-15,1.988546476431492e-17,7.021319562908222e-17,5.166062071179441e-14,9.476079225886037e-15,7.314817325928305e-16,5.416316614358687e-16,4.393014209583709e-16,9.476079225886037e-15,9.932591251874203e-14,3.78281391839001e-14,1.276309457908919e-14,5.634532677065829e-15,7.314817325928305e-16,3.78281391839001e-14,9.451909603872575e-14
clockmon_0_0_0_192.0_64.0_166.0,"[0, 0, 0, 192.0, 64.0, 166.0]",5.0987149069233823e-14,3.912415975655673e-17,2.313974645881272e-17,5.41105652372287e-16,1.277172878237894e-14,3.912415975655673e-17,4.550151392057935e-14,8.634072563955263e-17,4.349772101317367e-16,5.641876824771122e-15,2.313974645881272e-17,8.634072563955263e-17,5.519010705603857e-14,1.117544984116934e-14,9.429408790024406e-16,5.41105652372287e-16,4.349772101317367e-16,1.117544984116934e-14,9.839205106955677e-14,3.777254562992135e-14,1.277172878237894e-14,5.641876824771122e-15,9.429408790024406e-16,3.777254562992135e-14,9.442403633800296e-14
clockmon_0_0_0_192.0_64.0_200.0,"[0, 0, 0, 192.0, 64.0, 200.0]",5.0689367656180954e-14,3.911580403407276e-17,2.670126471701819e-17,5.395538067252835e-16,1.276220682700867e-14,3.911580403407276e-17,4.523681692347841e-14,1.084836901433717e-16,4.279860005556146e-16,5.630613261976536e-15,2.670126471701819e-17,1.084836901433717e-16,5.851035013482202e-14,1.254571787245208e-14,1.235520101239635e-15,5.395538067252835e-16,4.279860005556146e-16,1.254571787245208e-14,9.748183760901045e-14,3.767658926879658e-14,1.276220682700867e-14,5.630613261976536e-15,1.235520101239635e-15,3.767658926879658e-14,9.421261363262399e-14
clockmon_0_0_0_192.0_64.0_30.0,"[0, 0, 0, 192.0, 64.0, 30.0]",5.0709654990325724e-14,3.917294947302306e-17,1.11038576244341e-17,5.450551567082833e-16,1.276362466732303e-14,3.917294947302306e-17,4.529475955497636e-14,3.773477085367856e-17,4.51627796722961e-16,5.635767762276867e-15,1.11038576244341e-17,3.773477085367856e-17,4.2392237023491543e-14,3.640932642508821e-15,3.321848001410509e-16,5.450551567082833e-16,4.51627796722961e-16,3.640932642508821e-15,1.0247985545494837e-13,3.798388629576687e-14,1.276362466732303e-14,5.635767762276867e-15,3.321848001410509e-16,3.798388629576687e-14,9.47497528195021e-14
clockmon_0_0_0_192.0_64.0_64.0,"[0, 0, 0, 192.0, 64.0, 64.0]",5.0705200028471743e-14,3.917149003671764e-17,1.388846849946306e-17,5.439171834411844e-16,1.27633090416907e-14,3.917149003671764e-17,4.52788287961834e-14,4.683617798983237e-17,4.480218176498466e-16,5.635735980865797e-15,1.388846849946306e-17,4.683617798983237e-17,4.532174805835803e-14,5.647149761560422e-15,4.440227671394502e-16,5.439171834411844e-16,4.480218176498466e-16,5.647149761560422e-15,1.0142444063119156e-13,3.793786064217809e-14,1.27633090416907e-14,5.635735980865797e-15,4.440227671394502e-16,3.793786064217809e-14,9.468484822437726e-14
clockmon_0_0_0_192.0_64.0_98.0,"[0, 0, 0, 192.0, 64.0, 98.0]",5.070577098879498e-14,3.918421503562601e-17,1.682582516354939e-17,5.427675468970582e-16,1.276351704646879e-14,3.918421503562601e-17,4.526463614507225e-14,5.781603696406441e-17,4.439956289286671e-16,5.636423875685472e-15,1.682582516354939e-17,5.781603696406441e-17,4.8432566187975495e-14,7.607754195903227e-15,5.719763231855917e-16,5.427675468970582e-16,4.439956289286671e-16,7.607754195903227e-15,1.0035919907547466e-13,3.788791614897569e-14,1.276351704646879e-14,5.636423875685472e-15,5.719763231855917e-16,3.788791614897569e-14,9.460980357596025e-14
clockmon_0_0_0_192.0_98.0_132.0,"[0, 0, 0, 192.0, 98.0, 132.0]",5.0704196092201876e-14,4.923241051156033e-17,1.9847731874644264e-17,5.415117881738084e-16,1.276051894673226e-14,4.923241051156033e-17,4.838591036128327e-14,8.860926415325296e-17,5.653392324745594e-16,7.597859874471184e-15,1.9847731874644264e-17,8.860926415325296e-17,5.166070183292298e-14,9.476741492333237e-15,7.245487801554903e-16,5.415117881738084e-16,5.653392324745594e-16,9.476741492333237e-15,9.925974248994432e-14,3.777941152620668e-14,1.276051894673226e-14,7.597859874471184e-15,7.245487801554903e-16,3.777941152620668e-14,9.34614065360676e-14
clockmon_0_0_0_192.0_98.0_166.0,"[0, 0, 0, 192.0, 98.0, 166.0]",5.099039769098627e-14,4.915460973022613e-17,2.303530195568429e-17,5.408703115872803e-16,1.276849443003371e-14,4.915460973022613e-17,4.863590735056105e-14,1.109116456312298e-16,5.588534283150025e-16,7.603630840590658e-15,2.303530195568429e-17,1.109116456312298e-16,5.5177372145946965e-14,1.117565483865722e-14,9.336190105284608e-16,5.408703115872803e-16,5.588534283150025e-16,1.117565483865722e-14,9.832521066693806e-14,3.772420524542652e-14,1.276849443003371e-14,7.603630840590658e-15,9.336190105284608e-16,3.772420524542652e-14,9.336496966323704e-14
clockmon_0_0_0_192.0_98.0_200.0,"[0, 0, 0, 192.0, 98.0, 200.0]",5.069018874639309e-14,4.915811754920116e-17,2.664838532343688e-17,5.393762732084787e-16,1.275873885291592e-14,4.915811754920116e-17,4.834945437820674e-14,1.423141651435934e-16,5.491978989727704e-16,7.590367062293794e-15,2.664838532343688e-17,1.423141651435934e-16,5.850254663536826e-14,1.254531972414944e-14,1.222034991907612e-15,5.393762732084787e-16,5.491978989727704e-16,1.254531972414944e-14,9.741759638046299e-14,3.762844321145893e-14,1.275873885291592e-14,7.590367062293794e-15,1.222034991907612e-15,3.762844321145893e-14,9.315898229065604e-14
clockmon_0_0_0_192.0_98.0_30.0,"[0, 0, 0, 192.0, 98.0, 30.0]",5.0709510013391083e-14,4.923421108411819e-17,1.108616045195028e-17,5.448585725022343e-16,1.2760800763292131e-14,4.923421108411819e-17,4.840314044446534e-14,4.60480191722702e-17,5.816142189538883e-16,7.599350496471337e-15,1.108616045195028e-17,4.60480191722702e-17,4.23979940149233e-14,3.640341429933258e-15,3.289634856841696e-16,5.448585725022343e-16,5.816142189538883e-16,3.640341429933258e-15,1.0240716066649489e-13,3.793305053757322e-14,1.2760800763292131e-14,7.599350496471337e-15,3.289634856841696e-16,3.793305053757322e-14,9.368642086119752e-14
clockmon_0_0_0_192.0_98.0_64.0,"[0, 0, 0, 192.0, 98.0, 64.0]",5.070324193398286e-14,4.922865195415022e-17,1.386525216066199e-17,5.437098239063325e-16,1.276014187922068e-14,4.922865195415022e-17,4.839296660105037e-14,5.780876503472602e-17,5.768014870990209e-16,7.598607141855554e-15,1.386525216066199e-17,5.780876503472602e-17,4.532014099165261e-14,5.646774896653685e-15,4.397554672285638e-16,5.437098239063325e-16,5.768014870990209e-16,5.646774896653685e-15,1.0135016716271509e-13,3.788728289614728e-14,1.276014187922068e-14,7.598607141855554e-15,4.397554672285638e-16,3.788728289614728e-14,9.362407950385971e-14
clockmon_0_0_0_192.0_98.0_98.0,"[0, 0, 0, 192.0, 98.0, 98.0]",5.070722887627735e-14,4.923994115666382e-17,1.6795104008022985e-17,5.426140872963151e-16,1.276078705912319e-14,4.923994115666382e-17,4.8404493305329616e-14,7.185342707691292e-17,5.712761694910559e-16,7.598392328479254e-15,1.6795104008022985e-17,7.185342707691292e-17,4.844971998434439e-14,7.609640695885777e-15,5.665611361159377e-16,5.426140872963151e-16,5.712761694910559e-16,7.609640695885777e-15,1.0029222019838393e-13,3.783689145839172e-14,1.276078705912319e-14,7.598392328479254e-15,5.665611361159377e-16,3.783689145839172e-14,9.355582502538829e-14
clockmon_0_0_0_246.0_132.0_132.0,"[0, 0, 0, 246.0, 132.0, 132.0]",5.440731397438143e-14,7.81851134267966e-17,2.3773620904350903e-17,6.439422442656986e-16,1.560858130813984e-14,7.81851134267966e-17,5.159389626873503e-14,1.112603174707267e-16,7.217114480969103e-16,9.444664297304429e-15,2.3773620904350903e-17,1.112603174707267e-16,5.1648167877605266e-14,9.474959112582328e-15,7.142978271666801e-16,6.439422442656986e-16,7.217114480969103e-16,9.474959112582328e-15,9.9111773793381e-14,3.767808080020238e-14,1.560858130813984e-14,9.444664297304429e-15,7.142978271666801e-16,3.767808080020238e-14,9.091508096917518e-14
clockmon_0_0_0_246.0_132.0_166.0,"[0, 0, 0, 246.0, 132.0, 166.0]",5.4680056918709256e-14,7.820645737300201e-17,2.766458316100885e-17,6.435512325191196e-16,1.5626694130392426e-14,7.820645737300201e-17,5.183350947859931e-14,1.43231658606113e-16,7.129058824176281e-16,9.458175680287187e-15,2.766458316100885e-17,1.43231658606113e-16,5.515439889146394e-14,1.117285182061503e-14,9.198948563618802e-16,6.435512325191196e-16,7.129058824176281e-16,1.117285182061503e-14,9.817702176879214e-14,3.762331468569469e-14,1.5626694130392426e-14,9.458175680287187e-15,9.198948563618802e-16,3.762331468569469e-14,9.08122295759778e-14
clockmon_0_0_0_246.0_132.0_200.0,"[0, 0, 0, 246.0, 132.0, 200.0]",5.439107289288801e-14,7.810474529976788e-17,3.195785966472452e-17,6.413882541123365e-16,1.560495350511168e-14,7.810474529976788e-17,5.152439336925467e-14,1.895391100896676e-16,6.986250499203667e-16,9.436471071095114e-15,3.195785966472452e-17,1.895391100896676e-16,5.845656121109046e-14,1.254133982030066e-14,1.202218509364983e-15,6.413882541123365e-16,6.986250499203667e-16,1.254133982030066e-14,9.727340161521846e-14,3.753045080830489e-14,1.560495350511168e-14,9.436471071095114e-15,1.202218509364983e-15,3.753045080830489e-14,9.061095568674005e-14
clockmon_0_0_0_246.0_132.0_30.0,"[0, 0, 0, 246.0, 132.0, 30.0]",5.440273413244836e-14,7.821259100722926e-17,1.328627628665574e-17,6.479506602075662e-16,1.560589694880237e-14,7.821259100722926e-17,5.1611074861563396e-14,5.52987122373656e-17,7.431876902395703e-16,9.446029306477504e-15,1.328627628665574e-17,5.52987122373656e-17,4.237232731527494e-14,3.639560917686848e-15,3.246515380741749e-16,6.479506602075662e-16,7.431876902395703e-16,3.639560917686848e-15,1.0224880069231425e-13,3.782918676423206e-14,1.560589694880237e-14,9.446029306477504e-15,3.246515380741749e-16,3.782918676423206e-14,9.112688320185379e-14
clockmon_0_0_0_246.0_132.0_64.0,"[0, 0, 0, 246.0, 132.0, 64.0]",5.4400619856467367e-14,7.821537875781115e-17,1.661151887731849e-17,6.465689798273962e-16,1.560578415294231e-14,7.821537875781115e-17,5.1602565480259353e-14,7.021300050357367e-17,7.371117990790267e-16,9.44571482436102e-15,1.661151887731849e-17,7.021300050357367e-17,4.529151852526498e-14,5.646355160211648e-15,4.340675294582137e-16,6.465689798273962e-16,7.371117990790267e-16,5.646355160211648e-15,1.0119554795371474e-13,3.778411519178039e-14,1.560578415294231e-14,9.44571482436102e-15,4.340675294582137e-16,3.778411519178039e-14,9.106543689698228e-14
clockmon_0_0_0_246.0_132.0_98.0,"[0, 0, 0, 246.0, 132.0, 98.0]",5.441402598490597e-14,7.817528343811455e-17,2.0113318477554217e-17,6.452942934497264e-16,1.560882982986093e-14,7.817528343811455e-17,5.163584264642953e-14,8.851044540108718e-17,7.300806463308919e-16,9.446697912573365e-15,2.0113318477554217e-17,8.851044540108718e-17,4.84256266255031e-14,7.60775925943982e-15,5.589624267490603e-16,6.452942934497264e-16,7.300806463308919e-16,7.60775925943982e-15,1.0013927856710349e-13,3.773448219155967e-14,1.560882982986093e-14,9.446697912573365e-15,5.589624267490603e-16,3.773448219155967e-14,9.100902897604317e-14
clockmon_0_0_0_246.0_166.0_132.0,"[0, 0, 0, 246.0, 166.0, 132.0]",5.437581435505671e-14,9.388664279543693e-17,2.371462722053931e-17,6.433974586602984e-16,1.55986605586385e-14,9.388664279543693e-17,5.4906038260528215e-14,1.429300973864156e-16,9.289655675117806e-16,1.112620228088665e-14,2.371462722053931e-17,1.429300973864156e-16,5.159234837263334e-14,9.470690332893709e-15,7.041828678467304e-16,6.433974586602984e-16,9.289655675117806e-16,9.470690332893709e-15,9.897493620396531e-14,3.760482058897876e-14,1.55986605586385e-14,1.112620228088665e-14,7.041828678467304e-16,3.760482058897876e-14,8.993545822060737e-14
clockmon_0_0_0_246.0_166.0_166.0,"[0, 0, 0, 246.0, 166.0, 166.0]",5.4656201462818067e-14,9.388870269425132e-17,2.762879543974414e-17,6.429740775920769e-16,1.5620187393488693e-14,9.388870269425132e-17,5.5156110402408684e-14,1.901180193726181e-16,9.140855020967184e-16,1.113197466279466e-14,2.762879543974414e-17,1.901180193726181e-16,5.510102407042773e-14,1.1170039349803502e-14,9.05103557994085e-16,6.429740775920769e-16,9.140855020967184e-16,1.1170039349803502e-14,9.804937046588069e-14,3.755518938883682e-14,1.5620187393488693e-14,1.113197466279466e-14,9.05103557994085e-16,3.755518938883682e-14,8.984238822184764e-14
clockmon_0_0_0_246.0_166.0_200.0,"[0, 0, 0, 246.0, 166.0, 200.0]",5.436469937259467e-14,9.371626175862835e-17,3.182564425702743e-17,6.409456961749443e-16,1.559831894605816e-14,9.371626175862835e-17,5.483499711132337e-14,2.633250560737634e-16,8.935125493646693e-16,1.111532635095602e-14,3.182564425702743e-17,2.633250560737634e-16,5.83900014537631e-14,1.253591358677037e-14,1.178229150962545e-15,6.409456961749443e-16,8.935125493646693e-16,1.253591358677037e-14,9.715547125217254e-14,3.746232140160948e-14,1.559831894605816e-14,1.111532635095602e-14,1.178229150962545e-15,3.746232140160948e-14,8.96465076917145e-14
clockmon_0_0_0_246.0_166.0_30.0,"[0, 0, 0, 246.0, 166.0, 30.0]",5.4384009468445127e-14,9.389218991241488e-17,1.324853683707295e-17,6.474594750428257e-16,1.559938432355716e-14,9.389218991241488e-17,5.4967720558603374e-14,6.676835572369292e-17,9.579088733206189e-16,1.112854057054548e-14,1.324853683707295e-17,6.676835572369292e-17,4.2358347525102936e-14,3.636847578363494e-15,3.208807415092731e-16,6.474594750428257e-16,9.579088733206189e-16,3.636847578363494e-15,1.021192458644957e-13,3.775411536399036e-14,1.559938432355716e-14,1.112854057054548e-14,3.208807415092731e-16,3.775411536399036e-14,9.014975045388333e-14
