key,C11,C12,C13,C21,C22,C23,C31,C32,C33
clockmon,4.836038852484476e-14,1.054983795644381e-14,4.628493799876819e-16,1.054983795644381e-14,9.707931030084282e-14,3.738927466533557e-14,4.628493799876819e-16,3.738927466533557e-14,1.0271932000650257e-13
