key,coupler_widths,C11,C12,C13,C14,C21,C22,C23,C24,C31,C32,C33,C34,C41,C42,C43,C44 
clockmon_[146.0__0__146.0__0__0__0],"[146.0, 0, 146.0, 0, 0, 0]",4.7883553979759114e-14,1.7537993065024343e-17,1.030586461473932e-14,4.507168850255115e-16,1.7537993065024343e-17,5.513006134283789e-14,8.104086345333102e-16,9.326835104865827e-15,1.030586461473932e-14,8.104086345333102e-16,9.653657567613125e-14,3.699293890288243e-14,4.507168850255115e-16,9.326835104865827e-15,3.699293890288243e-14,9.679234565068863e-14
clockmon_[146.0__0__155.0__0__0__0],"[146.0, 0, 155.0, 0, 0, 0]",4.7879388654569854e-14,1.823959756960164e-17,1.030504678558642e-14,4.5054039968117e-16,1.823959756960164e-17,5.613358664591385e-14,8.661272134518215e-16,9.731194325457576e-15,1.030504678558642e-14,8.661272134518215e-16,9.649817391968762e-14,3.697504053892605e-14,4.5054039968117e-16,9.731194325457576e-15,3.697504053892605e-14,9.65404496246423e-14
clockmon_[146.0__0__164.0__0__0__0],"[146.0, 0, 164.0, 0, 0, 0]",4.778939798560885e-14,1.898751146800335e-17,1.0303286220470662e-14,4.501760778845897e-16,1.898751146800335e-17,5.704856053528785e-14,9.263701742668686e-16,1.011949061945108e-14,1.0303286220470662e-14,9.263701742668686e-16,9.645363400365218e-14,3.695249113934921e-14,4.501760778845897e-16,1.011949061945108e-14,3.695249113934921e-14,9.628909188621112e-14
clockmon_[146.0__0__182.0__0__0__0],"[146.0, 0, 182.0, 0, 0, 0]",4.7868191935997146e-14,2.048829914090078e-17,1.030460992567763e-14,4.499563276298213e-16,2.048829914090078e-17,5.914740073610047e-14,1.062771253596352e-15,1.083986553154875e-14,1.030460992567763e-14,1.062771253596352e-15,9.63732822839568e-14,3.691771937494662e-14,4.499563276298213e-16,1.083986553154875e-14,3.691771937494662e-14,9.582858346733071e-14
clockmon_[146.0__0__191.0__0__0__0],"[146.0, 0, 191.0, 0, 0, 0]",4.786820726336789e-14,2.125618576244698e-17,1.030459703070069e-14,4.497592204179887e-16,2.125618576244698e-17,6.017587766507249e-14,1.140022355898555e-15,1.116942740468207e-14,1.030459703070069e-14,1.140022355898555e-15,9.632369664759718e-14,3.689864361735487e-14,4.497592204179887e-16,1.116942740468207e-14,3.689864361735487e-14,9.561236449142307e-14
clockmon_[146.0__0__20.0__0__0__0],"[146.0, 0, 20.0, 0, 0, 0]",4.790663086592745e-14,8.535944845563763e-18,1.030706547460157e-14,4.537816536977365e-16,8.535944845563763e-18,4.221162765009999e-14,2.996734269629098e-16,2.781463471459617e-15,1.030706547460157e-14,2.996734269629098e-16,9.685219478048556e-14,3.717532598639176e-14,4.537816536977365e-16,2.781463471459617e-15,3.717532598639176e-14,1.006190099690754e-13
clockmon_[146.0__0__200.0__0__0__0],"[146.0, 0, 200.0, 0, 0, 0]",4.785216824741103e-14,2.202749755614985e-17,1.030405574644774e-14,4.494830840893278e-16,2.202749755614985e-17,6.118119291999393e-14,1.22353790166677e-15,1.147497406516673e-14,1.030405574644774e-14,1.22353790166677e-15,9.626413739692819e-14,3.687704118061819e-14,4.494830840893278e-16,1.147497406516673e-14,3.687704118061819e-14,9.540506711981036e-14
clockmon_[146.0__0__29.0__0__0__0],"[146.0, 0, 29.0, 0, 0, 0]",4.789701136719525e-14,9.129609787282436e-18,1.030738770130181e-14,4.535984452842366e-16,9.129609787282436e-18,4.2983776772002e-14,3.280591197979636e-16,3.282652408267551e-15,1.030738770130181e-14,3.280591197979636e-16,9.683809803347298e-14,3.716081914392906e-14,4.535984452842366e-16,3.282652408267551e-15,3.716081914392906e-14,1.0034439582366016e-13
clockmon_[146.0__0__38.0__0__0__0],"[146.0, 0, 38.0, 0, 0, 0]",4.787127897797895e-14,9.75960886039579e-18,1.0304969158166e-14,4.5338600349613e-16,9.75960886039579e-18,4.3775466404465684e-14,3.567621165782424e-16,3.770742178163893e-15,1.0304969158166e-14,3.567621165782424e-16,9.681163179614753e-14,3.714351033374812e-14,4.5338600349613e-16,3.770742178163893e-15,3.714351033374812e-14,1.0006497830160646e-13
clockmon_[146.0__0__47.0__0__0__0],"[146.0, 0, 47.0, 0, 0, 0]",4.7872414215868306e-14,1.033741312111022e-17,1.030490454571397e-14,4.530002782884265e-16,1.033741312111022e-17,4.465458480843121e-14,3.863880440431504e-16,4.263091883992637e-15,1.030490454571397e-14,3.863880440431504e-16,9.678626667014381e-14,3.713428477998565e-14,4.530002782884265e-16,4.263091883992637e-15,3.713428477998565e-14,9.978590337645758e-14
clockmon_[146.0__0__56.0__0__0__0],"[146.0, 0, 56.0, 0, 0, 0]",4.7872023764714836e-14,1.095322482025478e-17,1.030490326680201e-14,4.527846532533152e-16,1.095322482025478e-17,4.554627118378645e-14,4.167430406076281e-16,4.749875386559655e-15,1.030490326680201e-14,4.167430406076281e-16,9.67682029768857e-14,3.712301842250756e-14,4.527846532533152e-16,4.749875386559655e-15,3.712301842250756e-14,9.95048585856008e-14
clockmon_[146.0__0__65.0__0__0__0],"[146.0, 0, 65.0, 0, 0, 0]",4.787860970018851e-14,1.1647332269905842e-17,1.03051878495603e-14,4.527040830397766e-16,1.1647332269905842e-17,4.648391310696798e-14,4.475704471296288e-16,5.229599601366187e-15,1.03051878495603e-14,4.475704471296288e-16,9.675991826203545e-14,3.711278439303172e-14,4.527040830397766e-16,5.229599601366187e-15,3.711278439303172e-14,9.922822281647981e-14
clockmon_[146.0__0__74.0__0__0__0],"[146.0, 0, 74.0, 0, 0, 0]",4.789002256055967e-14,1.228281354249574e-17,1.030630564583131e-14,4.525026784511145e-16,1.228281354249574e-17,4.7418863146947657e-14,4.793080177705649e-16,5.708722231720304e-15,1.030630564583131e-14,4.793080177705649e-16,9.67445513325493e-14,3.710156159767872e-14,4.525026784511145e-16,5.708722231720304e-15,3.710156159767872e-14,9.895271777633486e-14
clockmon_[146.0__0__83.0__0__0__0],"[146.0, 0, 83.0, 0, 0, 0]",4.7646517430546934e-14,1.268461284289127e-17,1.029326676672411e-14,4.503099361375254e-16,1.268461284289127e-17,4.8216368919859853e-14,5.123277685371848e-16,6.179758274758321e-15,1.029326676672411e-14,5.123277685371848e-16,9.658136519414796e-14,3.704079034842415e-14,4.503099361375254e-16,6.179758274758321e-15,3.704079034842415e-14,9.855546785915101e-14
clockmon_[146.0__0__92.0__0__0__0],"[146.0, 0, 92.0, 0, 0, 0]",4.7901868154383766e-14,1.360732741548088e-17,1.030733855005042e-14,4.519896307966315e-16,1.360732741548088e-17,4.933894212835412e-14,5.481098812464992e-16,6.655353714496713e-15,1.030733855005042e-14,5.481098812464992e-16,9.670595342779292e-14,3.707896730095275e-14,4.519896307966315e-16,6.655353714496713e-15,3.707896730095275e-14,9.83988001544283e-14
clockmon_[155.0__0__101.0__0__0__0],"[155.0, 0, 101.0, 0, 0, 0]",4.8257100898707684e-14,1.475183975359848e-17,1.078247699626309e-14,4.69338566730061e-16,1.475183975359848e-17,5.0053524353174935e-14,5.845187814433343e-16,7.113883508642303e-15,1.078247699626309e-14,5.845187814433343e-16,9.635956102572699e-14,3.703116308160717e-14,4.69338566730061e-16,7.113883508642303e-15,3.703116308160717e-14,9.809017446566228e-14
clockmon_[155.0__0__110.0__0__0__0],"[155.0, 0, 110.0, 0, 0, 0]",4.8494230961637807e-14,1.560012474457746e-17,1.079093781269947e-14,4.691712524000325e-16,1.560012474457746e-17,5.123644915378136e-14,6.243309235487983e-16,7.581546538325479e-15,1.079093781269947e-14,6.243309235487983e-16,9.63998544954102e-14,3.704340135128664e-14,4.691712524000325e-16,7.581546538325479e-15,3.704340135128664e-14,9.783602792951876e-14
clockmon_[155.0__0__119.0__0__0__0],"[155.0, 0, 119.0, 0, 0, 0]",4.824618169098122e-14,1.615969469608423e-17,1.078104217178186e-14,4.688529881078997e-16,1.615969469608423e-17,5.198041181372914e-14,6.656085682028877e-16,8.021717324826968e-15,1.078104217178186e-14,6.656085682028877e-16,9.63002664034659e-14,3.700153009280845e-14,4.688529881078997e-16,8.021717324826968e-15,3.700153009280845e-14,9.753078401753619e-14
clockmon_[155.0__0__128.0__0__0__0],"[155.0, 0, 128.0, 0, 0, 0]",4.824536401479235e-14,1.686051941744598e-17,1.078089471823897e-14,4.685854344696791e-16,1.686051941744598e-17,5.29545911580097e-14,7.10483065760477e-16,8.463250412598215e-15,1.078089471823897e-14,7.10483065760477e-16,9.627127804379161e-14,3.698659147382262e-14,4.685854344696791e-16,8.463250412598215e-15,3.698659147382262e-14,9.726391550686667e-14
clockmon_[155.0__0__137.0__0__0__0],"[155.0, 0, 137.0, 0, 0, 0]",4.848783666888801e-14,1.75728261801144e-17,1.079054076801297e-14,4.684992870709624e-16,1.75728261801144e-17,5.414081026202251e-14,7.58527728847632e-16,8.906388276144122e-15,1.079054076801297e-14,7.58527728847632e-16,9.631439452126404e-14,3.699944068097575e-14,4.684992870709624e-16,8.906388276144122e-15,3.699944068097575e-14,9.703832893938236e-14
clockmon_[155.0__0__146.0__0__0__0],"[155.0, 0, 146.0, 0, 0, 0]",4.84715587008214e-14,1.824018503541941e-17,1.078932505516453e-14,4.68336624686385e-16,1.824018503541941e-17,5.511380831187179e-14,8.099709580900361e-16,9.324794752783595e-15,1.078932505516453e-14,8.099709580900361e-16,9.627460469508712e-14,3.69813376092524e-14,4.68336624686385e-16,9.324794752783595e-15,3.69813376092524e-14,9.67798954514321e-14
clockmon_[155.0__0__155.0__0__0__0],"[155.0, 0, 155.0, 0, 0, 0]",4.8477859393377215e-14,1.8954833337988368e-17,1.078990953381695e-14,4.681151174068056e-16,1.8954833337988368e-17,5.6126836593596675e-14,8.658464449261785e-16,9.73100939107935e-15,1.078990953381695e-14,8.658464449261785e-16,9.624148526168991e-14,3.696681513790017e-14,4.681151174068056e-16,9.73100939107935e-15,3.696681513790017e-14,9.652846495039678e-14
clockmon_[155.0__0__164.0__0__0__0],"[155.0, 0, 164.0, 0, 0, 0]",4.8428953288944087e-14,1.975293923698754e-17,1.0788925027815539e-14,4.678251913568944e-16,1.975293923698754e-17,5.70767391041151e-14,9.260614479221534e-16,1.011959600258131e-14,1.0788925027815539e-14,9.260614479221534e-16,9.619945539568525e-14,3.694463959405017e-14,4.678251913568944e-16,1.011959600258131e-14,3.694463959405017e-14,9.628026467132012e-14
clockmon_[155.0__0__173.0__0__0__0],"[155.0, 0, 173.0, 0, 0, 0]",4.84552529448378e-14,2.0523428647893e-17,1.078914696342027e-14,4.676815887041793e-16,2.0523428647893e-17,5.809842229620988e-14,9.912898024123509e-16,1.0494962007539818e-14,1.078914696342027e-14,9.912898024123509e-16,9.615956419560117e-14,3.692597296346749e-14,4.676815887041793e-16,1.0494962007539818e-14,3.692597296346749e-14,9.604430500874221e-14
clockmon_[155.0__0__182.0__0__0__0],"[155.0, 0, 182.0, 0, 0, 0]",4.8468133292491646e-14,2.130742206698984e-17,1.078930864656812e-14,4.67518877879561e-16,2.130742206698984e-17,5.91367914886961e-14,1.0623142206989538e-15,1.083963150313348e-14,1.078930864656812e-14,1.0623142206989538e-15,9.61161739601441e-14,3.690795836267541e-14,4.67518877879561e-16,1.083963150313348e-14,3.690795836267541e-14,9.581886609651674e-14
clockmon_[155.0__0__191.0__0__0__0],"[155.0, 0, 191.0, 0, 0, 0]",4.846872218012353e-14,2.210774356153787e-17,1.078929181504259e-14,4.673238295096884e-16,2.210774356153787e-17,6.01664827213772e-14,1.139700431483128e-15,1.1169348398493061e-14,1.078929181504259e-14,1.139700431483128e-15,9.606659326566244e-14,3.688862336128485e-14,4.673238295096884e-16,1.1169348398493061e-14,3.688862336128485e-14,9.560177922865302e-14
clockmon_[155.0__0__20.0__0__0__0],"[155.0, 0, 20.0, 0, 0, 0]",4.8501926654371344e-14,8.8678043577353e-18,1.079098650354251e-14,4.715247709449261e-16,8.8678043577353e-18,4.2208871049645445e-14,2.996331174792607e-16,2.7814623253352667e-15,1.079098650354251e-14,2.996331174792607e-16,9.659470676063359e-14,3.716585961508995e-14,4.715247709449261e-16,2.7814623253352667e-15,3.716585961508995e-14,1.0060676634302386e-13
clockmon_[155.0__0__200.0__0__0__0],"[155.0, 0, 200.0, 0, 0, 0]",4.837864347914575e-14,2.287170790868753e-17,1.078789510334535e-14,4.668953052573061e-16,2.287170790868753e-17,6.1115842224031e-14,1.222922316427634e-15,1.147445031733592e-14,1.078789510334535e-14,1.222922316427634e-15,9.600718671450828e-14,3.686931997586531e-14,4.668953052573061e-16,1.147445031733592e-14,3.686931997586531e-14,9.539504257720566e-14
clockmon_[155.0__0__29.0__0__0__0],"[155.0, 0, 29.0, 0, 0, 0]",4.849737818255868e-14,9.5148070376265e-18,1.07911268530248e-14,4.71205696584862e-16,9.5148070376265e-18,4.2975061807836515e-14,3.279663496386404e-16,3.282454016532664e-15,1.07911268530248e-14,3.279663496386404e-16,9.658131849633538e-14,3.7152572245977e-14,4.71205696584862e-16,3.282454016532664e-15,3.7152572245977e-14,1.0033409413290377e-13
clockmon_[155.0__0__38.0__0__0__0],"[155.0, 0, 38.0, 0, 0, 0]",4.848920877342603e-14,1.016034605581882e-17,1.079095340993006e-14,4.710078114267222e-16,1.016034605581882e-17,4.378741793609135e-14,3.566193213729125e-16,3.770580163474392e-15,1.079095340993006e-14,3.566193213729125e-16,9.656256461777911e-14,3.713832067744819e-14,4.710078114267222e-16,3.770580163474392e-15,3.713832067744819e-14,1.0006046066810109e-13
clockmon_[155.0__0__47.0__0__0__0],"[155.0, 0, 47.0, 0, 0, 0]",4.848511108168725e-14,1.074511414280852e-17,1.079061106131753e-14,4.707342864687409e-16,1.074511414280852e-17,4.466163814731263e-14,3.86241134721264e-16,4.263935307299502e-15,1.079061106131753e-14,3.86241134721264e-16,9.653459190679837e-14,3.712785053666383e-14,4.707342864687409e-16,4.263935307299502e-15,3.712785053666383e-14,9.977781086687652e-14
clockmon_[155.0__0__56.0__0__0__0],"[155.0, 0, 56.0, 0, 0, 0]",4.84798567972023e-14,1.138549877718319e-17,1.078994047014687e-14,4.70510504068738e-16,1.138549877718319e-17,4.5549573609772844e-14,4.165799552147071e-16,4.74986047043711e-15,1.078994047014687e-14,4.165799552147071e-16,9.651497676653764e-14,3.711620766413497e-14,4.70510504068738e-16,4.74986047043711e-15,3.711620766413497e-14,9.949605872903517e-14
clockmon_[155.0__0__65.0__0__0__0],"[155.0, 0, 65.0, 0, 0, 0]",4.848385110418012e-14,1.21016538331369e-17,1.0790579462908e-14,4.703880276030292e-16,1.21016538331369e-17,4.648371990736624e-14,4.473813798092806e-16,5.229601719715822e-15,1.0790579462908e-14,4.473813798092806e-16,9.65044576861037e-14,3.71049640825724e-14,4.703880276030292e-16,5.229601719715822e-15,3.71049640825724e-14,9.921868744128025e-14
clockmon_[155.0__0__74.0__0__0__0],"[155.0, 0, 74.0, 0, 0, 0]",4.8257549791079416e-14,1.250846056139011e-17,1.077836685299571e-14,4.682233506762464e-16,1.250846056139011e-17,4.726775130204428e-14,4.787420089849257e-16,5.702040091075311e-15,1.077836685299571e-14,4.787420089849257e-16,9.635316377136877e-14,3.704615785310306e-14,4.682233506762464e-16,5.702040091075311e-15,3.704615785310306e-14,9.882866492512847e-14
clockmon_[155.0__0__83.0__0__0__0],"[155.0, 0, 83.0, 0, 0, 0]",4.8252294017863206e-14,1.342126283414498e-17,1.078246898603759e-14,4.698426208724447e-16,1.342126283414498e-17,4.821931977103443e-14,5.125339480185105e-16,6.181561839249958e-15,1.078246898603759e-14,5.125339480185105e-16,9.640510070954815e-14,3.705406148641124e-14,4.698426208724447e-16,6.181561839249958e-15,3.705406148641124e-14,9.863013080049636e-14
clockmon_[155.0__0__92.0__0__0__0],"[155.0, 0, 92.0, 0, 0, 0]",4.849879187911095e-14,1.412498318142143e-17,1.079084904998372e-14,4.695899093134398e-16,1.412498318142143e-17,4.933015918719715e-14,5.478436338688254e-16,6.655233140295208e-15,1.079084904998372e-14,5.478436338688254e-16,9.64497971396648e-14,3.706997048475193e-14,4.695899093134398e-16,6.655233140295208e-15,3.706997048475193e-14,9.838726298974585e-14
clockmon_[164.0__0__101.0__0__0__0],"[164.0, 0, 101.0, 0, 0, 0]",4.8858441221742334e-14,1.529848587864987e-17,1.126497734831232e-14,4.868148554286306e-16,1.529848587864987e-17,5.005563619533165e-14,5.842280371923192e-16,7.11414104332732e-15,1.126497734831232e-14,5.842280371923192e-16,9.611126841587642e-14,3.702395009450664e-14,4.868148554286306e-16,7.11414104332732e-15,3.702395009450664e-14,9.80876431151979e-14
clockmon_[164.0__0__110.0__0__0__0],"[164.0, 0, 110.0, 0, 0, 0]",4.9107126486656836e-14,1.616448488231566e-17,1.127294992343624e-14,4.865656843297224e-16,1.616448488231566e-17,5.1250367009868283e-14,6.241760053947179e-16,7.58226288604449e-15,1.127294992343624e-14,6.241760053947179e-16,9.61509616826174e-14,3.703655548102953e-14,4.865656843297224e-16,7.58226288604449e-15,3.703655548102953e-14,9.782780616715276e-14
clockmon_[164.0__0__119.0__0__0__0],"[164.0, 0, 119.0, 0, 0, 0]",4.884485328299486e-14,1.677091829068146e-17,1.126356402081423e-14,4.863422088425295e-16,1.677091829068146e-17,5.197843170893392e-14,6.653141149847499e-16,8.021290471383226e-15,1.126356402081423e-14,6.653141149847499e-16,9.604818320898643e-14,3.69927461117327e-14,4.863422088425295e-16,8.021290471383226e-15,3.69927461117327e-14,9.752108032186345e-14
clockmon_[164.0__0__128.0__0__0__0],"[164.0, 0, 128.0, 0, 0, 0]",4.884547923911554e-14,1.749502065021524e-17,1.126380737428082e-14,4.860570084038198e-16,1.749502065021524e-17,5.2957705129142796e-14,7.1021354269525965e-16,8.463058944816063e-15,1.126380737428082e-14,7.1021354269525965e-16,9.602156204009126e-14,3.697808530288737e-14,4.860570084038198e-16,8.463058944816063e-15,3.697808530288737e-14,9.725536701594553e-14
clockmon_[164.0__0__137.0__0__0__0],"[164.0, 0, 137.0, 0, 0, 0]",4.9091331636597254e-14,1.823908745391646e-17,1.127203526932501e-14,4.859343697832841e-16,1.823908745391646e-17,5.414219453107634e-14,7.582620977895041e-16,8.906387317672645e-15,1.127203526932501e-14,7.582620977895041e-16,9.606317529553091e-14,3.699191782264008e-14,4.859343697832841e-16,8.906387317672645e-15,3.699191782264008e-14,9.70311582451434e-14
clockmon_[164.0__0__146.0__0__0__0],"[164.0, 0, 146.0, 0, 0, 0]",4.908298092080204e-14,1.892338245466226e-17,1.127198277221009e-14,4.857729415614757e-16,1.892338245466226e-17,5.512503886909231e-14,8.098103362518479e-16,9.326506648284072e-15,1.127198277221009e-14,8.098103362518479e-16,9.602719341577905e-14,3.697788281519201e-14,4.857729415614757e-16,9.326506648284072e-15,3.697788281519201e-14,9.677136430739645e-14
clockmon_[164.0__0__155.0__0__0__0],"[164.0, 0, 155.0, 0, 0, 0]",4.908140882310397e-14,1.967218092172121e-17,1.1271831238058331e-14,4.85583917044883e-16,1.967218092172121e-17,5.6129464360974096e-14,8.655514411924681e-16,9.73110356456202e-15,1.1271831238058331e-14,8.655514411924681e-16,9.599134257440838e-14,3.695939705010834e-14,4.85583917044883e-16,9.73110356456202e-15,3.695939705010834e-14,9.652168619899106e-14
clockmon_[164.0__0__164.0__0__0__0],"[164.0, 0, 164.0, 0, 0, 0]",4.899605586335076e-14,2.048400187007787e-17,1.127012377521157e-14,4.851952160693961e-16,2.048400187007787e-17,5.706132871961414e-14,9.25762049236263e-16,1.011955264231372e-14,1.127012377521157e-14,9.25762049236263e-16,9.5947583132976e-14,3.693724715243177e-14,4.851952160693961e-16,1.011955264231372e-14,3.693724715243177e-14,9.62703553613853e-14
clockmon_[164.0__0__173.0__0__0__0],"[164.0, 0, 173.0, 0, 0, 0]",4.905573469607581e-14,2.130170459208111e-17,1.127109114581221e-14,4.851230450882853e-16,2.130170459208111e-17,5.809995841870603e-14,9.909821083378413e-16,1.049491574749756e-14,1.127109114581221e-14,9.909821083378413e-16,9.590774893952826e-14,3.69186551495909e-14,4.851230450882853e-16,1.049491574749756e-14,3.69186551495909e-14,9.603459487731366e-14
clockmon_[164.0__0__182.0__0__0__0],"[164.0, 0, 182.0, 0, 0, 0]",4.907433389464457e-14,2.209808364570087e-17,1.127149096055095e-14,4.849081574463204e-16,2.209808364570087e-17,5.91465167342886e-14,1.062089432160943e-15,1.083982186932955e-14,1.127149096055095e-14,1.062089432160943e-15,9.586658809218588e-14,3.690229089867364e-14,4.849081574463204e-16,1.083982186932955e-14,3.690229089867364e-14,9.580964557330909e-14
clockmon_[164.0__0__191.0__0__0__0],"[164.0, 0, 191.0, 0, 0, 0]",4.9072299162233406e-14,2.293454282351087e-17,1.127140713968129e-14,4.847022176262586e-16,2.293454282351087e-17,6.017254336111775e-14,1.139332149457123e-15,1.116945856724654e-14,1.127140713968129e-14,1.139332149457123e-15,9.58160556521811e-14,3.688293491579579e-14,4.847022176262586e-16,1.116945856724654e-14,3.688293491579579e-14,9.55927706793358e-14
clockmon_[164.0__0__20.0__0__0__0],"[164.0, 0, 20.0, 0, 0, 0]",4.9111136088600795e-14,9.195083762975755e-18,1.12733118431991e-14,4.890545326294175e-16,9.195083762975755e-18,4.221085271188389e-14,2.993952375653168e-16,2.781512656985013e-15,1.12733118431991e-14,2.993952375653168e-16,9.634404093829297e-14,3.715953237557754e-14,4.890545326294175e-16,2.781512656985013e-15,3.715953237557754e-14,1.0059928868893583e-13
clockmon_[164.0__0__200.0__0__0__0],"[164.0, 0, 200.0, 0, 0, 0]",4.9062465624205464e-14,2.37603784331419e-17,1.127080078473586e-14,4.844451919215666e-16,2.37603784331419e-17,6.119321165364845e-14,1.222832019366156e-15,1.147517823504205e-14,1.127080078473586e-14,1.222832019366156e-15,9.575742130094457e-14,3.686257618532432e-14,4.844451919215666e-16,1.147517823504205e-14,3.686257618532432e-14,9.538686055811575e-14
clockmon_[164.0__0__29.0__0__0__0],"[164.0, 0, 29.0, 0, 0, 0]",4.910215110862427e-14,9.83083701214044e-18,1.127275654940073e-14,4.887895595714628e-16,9.83083701214044e-18,4.298260848459585e-14,3.277622291792375e-16,3.2825321055181212e-15,1.127275654940073e-14,3.277622291792375e-16,9.633025335306168e-14,3.7145108026769164e-14,4.887895595714628e-16,3.2825321055181212e-15,3.7145108026769164e-14,1.0032507248073895e-13
clockmon_[164.0__0__38.0__0__0__0],"[164.0, 0, 38.0, 0, 0, 0]",4.908295544391575e-14,1.050085532621118e-17,1.127197433037308e-14,4.886886270813401e-16,1.050085532621118e-17,4.37818381680286e-14,3.564368778046972e-16,3.77081114053839e-15,1.127197433037308e-14,3.564368778046972e-16,9.630694811072423e-14,3.713044213696991e-14,4.886886270813401e-16,3.77081114053839e-15,3.713044213696991e-14,1.0004660991602805e-13
clockmon_[164.0__0__47.0__0__0__0],"[164.0, 0, 47.0, 0, 0, 0]",4.907311661790483e-14,1.114345975857833e-17,1.127167655487515e-14,4.882369340485505e-16,1.114345975857833e-17,4.4647796905200234e-14,3.860298354880292e-16,4.262909471907367e-15,1.127167655487515e-14,3.860298354880292e-16,9.627804240533989e-14,3.711764351451793e-14,4.882369340485505e-16,4.262909471907367e-15,3.711764351451793e-14,9.976635197315066e-14
clockmon_[164.0__0__56.0__0__0__0],"[164.0, 0, 56.0, 0, 0, 0]",4.907477918532215e-14,1.180636977997098e-17,1.12719023957694e-14,4.879887950588735e-16,1.180636977997098e-17,4.554963049187544e-14,4.163522378172456e-16,4.749782881141154e-15,1.12719023957694e-14,4.163522378172456e-16,9.626104149334022e-14,3.710642517367762e-14,4.879887950588735e-16,4.749782881141154e-15,3.710642517367762e-14,9.948583719415154e-14
clockmon_[164.0__0__65.0__0__0__0],"[164.0, 0, 65.0, 0, 0, 0]",4.908055635386048e-14,1.255081418928715e-17,1.12719408806721e-14,4.879056487905118e-16,1.255081418928715e-17,4.6480317767186006e-14,4.47177725626036e-16,5.229582061098359e-15,1.12719408806721e-14,4.47177725626036e-16,9.625194990401843e-14,3.709689987258715e-14,4.879056487905118e-16,5.229582061098359e-15,3.709689987258715e-14,9.920865776907618e-14
clockmon_[164.0__0__74.0__0__0__0],"[164.0, 0, 74.0, 0, 0, 0]",4.909055183368959e-14,1.324679704157307e-17,1.12719706578846e-14,4.876257812694729e-16,1.324679704157307e-17,4.74131992167085e-14,4.788110772196629e-16,5.707932019485157e-15,1.12719706578846e-14,4.788110772196629e-16,9.623612574508225e-14,3.708519691835649e-14,4.876257812694729e-16,5.707932019485157e-15,3.708519691835649e-14,9.89331515300623e-14
clockmon_[164.0__0__83.0__0__0__0],"[164.0, 0, 83.0, 0, 0, 0]",4.9090155821986234e-14,1.393106832963065e-17,1.127189396065066e-14,4.874008017717261e-16,1.393106832963065e-17,4.8351243491169236e-14,5.122872514111207e-16,6.185636608311607e-15,1.127189396065066e-14,5.122872514111207e-16,9.621525901607829e-14,3.707460277144771e-14,4.874008017717261e-16,6.185636608311607e-15,3.707460277144771e-14,9.865263359698725e-14
clockmon_[164.0__0__92.0__0__0__0],"[164.0, 0, 92.0, 0, 0, 0]",4.9108244051165233e-14,1.466030557878121e-17,1.127280876425659e-14,4.870727661164647e-16,1.466030557878121e-17,4.933836855553889e-14,5.476563104344485e-16,6.655325817528104e-15,1.127280876425659e-14,5.476563104344485e-16,9.619863616676123e-14,3.706331884505851e-14,4.870727661164647e-16,6.655325817528104e-15,3.706331884505851e-14,9.837979239835813e-14
clockmon_[173.0__0__101.0__0__0__0],"[173.0, 0, 101.0, 0, 0, 0]",4.94618002183175e-14,1.585027499587388e-17,1.174602306673906e-14,5.042391240846116e-16,1.585027499587388e-17,5.0055388174649615e-14,5.839839568037673e-16,7.11408772375913e-15,1.174602306673906e-14,5.839839568037673e-16,9.585892991083538e-14,3.701645788453658e-14,5.042391240846116e-16,7.11408772375913e-15,3.701645788453658e-14,9.8076728709827e-14
clockmon_[173.0__0__110.0__0__0__0],"[173.0, 0, 110.0, 0, 0, 0]",4.971623923300339e-14,1.675900639538574e-17,1.1755780337750269e-14,5.040975452286568e-16,1.675900639538574e-17,5.125041479962281e-14,6.239413360426469e-16,7.582438431159801e-15,1.1755780337750269e-14,6.239413360426469e-16,9.589464294846437e-14,3.702874016993444e-14,5.040975452286568e-16,7.582438431159801e-15,3.702874016993444e-14,9.78170416705379e-14
clockmon_[173.0__0__119.0__0__0__0],"[173.0, 0, 119.0, 0, 0, 0]",4.945188159505793e-14,1.737437468798578e-17,1.174507712224695e-14,5.036910753886983e-16,1.737437468798578e-17,5.198394083646404e-14,6.650903988545107e-16,8.021533903033997e-15,1.174507712224695e-14,6.650903988545107e-16,9.580067140960174e-14,3.698580135895839e-14,5.036910753886983e-16,8.021533903033997e-15,3.698580135895839e-14,9.751223133995493e-14
clockmon_[173.0__0__128.0__0__0__0],"[173.0, 0, 128.0, 0, 0, 0]",4.945290141497414e-14,1.8123418098982942e-17,1.1745272485250511e-14,5.034479214852627e-16,1.8123418098982942e-17,5.2959426883319045e-14,7.09931672132337e-16,8.464178754053028e-15,1.1745272485250511e-14,7.09931672132337e-16,9.57745171777781e-14,3.697101152253233e-14,5.034479214852627e-16,8.464178754053028e-15,3.697101152253233e-14,9.724755971475606e-14
clockmon_[173.0__0__137.0__0__0__0],"[173.0, 0, 137.0, 0, 0, 0]",4.971496607237753e-14,1.891335236419466e-17,1.17555781400909e-14,5.033875679428936e-16,1.891335236419466e-17,5.4157307373802344e-14,7.580577225810746e-16,8.906891658318626e-15,1.17555781400909e-14,7.580577225810746e-16,9.581020234788736e-14,3.698511911022946e-14,5.033875679428936e-16,8.906891658318626e-15,3.698511911022946e-14,9.70212562497563e-14
