key,C11,C12,C13,C21,C22,C23,C31,C32,C33
clockmon,4.4002849746726595e-14,1.238617969490297e-14,8.25655550385797e-16,1.238617969490297e-14,7.380247956613481e-14,4.86933922541358e-14,8.25655550385797e-16,4.86933922541358e-14,7.92204492623066e-14
