"Phase [deg]","Ez_1t1_layerMA []","Exy_1t1_layerMA []","Ez_1t1_layerSA []","Exy_1t1_layerSA []","Ez_1t1_layerMS []","Exy_1t1_layerMS []","E_substrate []","Ez_1t1_layerSAmer []","Exy_1t1_layerSAmer []","Ez_1t1_layerMAmer []","Exy_1t1_layerMAmer []","E_vacuum []","E_substratemer []","Ez_1t1_layerMSmer []","Exy_1t1_layerMSmer []","E_vacuummer []"
0,1.18837962586261e-22,6.91567177933367e-28,1.65897084489084e-25,8.28180265291137e-23,1.19785555292817e-22,2.41842228219602e-29,1.01483313399167e-25,6.52915633018772e-23,4.89666855037467e-22,2.55180409813104e-22,1.83413213014041e-25,8.95241693276852e-27,1.69771611168635e-26,2.47717497707804e-22,8.61604687815398e-27,1.60564246572438e-27
