key,p_1t1_layerMA,p_1t1_layerMS,p_1t1_layerSA,p_substrate,p_vacuum
swissmon_epr_eigenmode,6.290824750593149e-06,3.059562425331784e-07,0.00011716240815515411,0.919087050957742,0.08078918985310972
