key,p_MA,p_MA_cplr,p_MA_cplr_fixed,p_MA_cplr_mer,p_MA_cplr_mer_fixed,p_MA_cplr_nonmer,p_MA_default,p_MA_default_fixed,p_MA_default_mer,p_MA_default_mer_fixed,p_MA_default_nonmer,p_MA_fixed,p_MA_mer,p_MA_mer_fixed,p_MA_nonmer,p_MS,p_MS_cplr,p_MS_cplr_fixed,p_MS_cplr_mer,p_MS_cplr_mer_fixed,p_MS_cplr_nonmer,p_MS_default,p_MS_default_fixed,p_MS_default_mer,p_MS_default_mer_fixed,p_MS_default_nonmer,p_MS_fixed,p_MS_mer,p_MS_mer_fixed,p_MS_nonmer,p_SA,p_SA_cplr,p_SA_cplr_fixed,p_SA_cplr_mer,p_SA_cplr_mer_fixed,p_SA_cplr_nonmer,p_SA_default,p_SA_default_fixed,p_SA_default_mer,p_SA_default_mer_fixed,p_SA_default_nonmer,p_SA_fixed,p_SA_mer,p_SA_mer_fixed,p_SA_nonmer,p_substrate,p_substrate_cplr,p_substrate_cplr_fixed,p_substrate_cplr_mer,p_substrate_cplr_mer_fixed,p_substrate_cplr_nonmer,p_substrate_default,p_substrate_default_fixed,p_substrate_default_mer,p_substrate_default_mer_fixed,p_substrate_default_nonmer,p_substrate_fixed,p_substrate_mer,p_substrate_mer_fixed,p_substrate_nonmer,p_vacuum,p_vacuum_cplr,p_vacuum_cplr_fixed,p_vacuum_cplr_mer,p_vacuum_cplr_mer_fixed,p_vacuum_cplr_nonmer,p_vacuum_default,p_vacuum_default_fixed,p_vacuum_default_mer,p_vacuum_default_mer_fixed,p_vacuum_default_nonmer,p_vacuum_fixed,p_vacuum_mer,p_vacuum_mer_fixed,p_vacuum_nonmer,total_participation,total_participation_fixed
swissmon,5.538206487926075e-06,5.956115728540521e-07,7.884920333027081e-06,5.583951102415392e-07,7.847703870414568e-06,3.721646261251282e-08,4.9425949150720226e-06,8.048381326395293e-05,4.484280504354329e-06,8.002549885323524e-05,4.5831441071769355e-07,8.836873359698002e-05,5.042675614595868e-06,8.787320272364981e-05,4.955308733302064e-07,3.200015233505456e-05,3.31555483392067e-06,4.221018755271556e-06,3.099571190901087e-06,4.005035112251972e-06,2.1598364301958318e-07,2.8684597501133892e-05,4.331009186821419e-05,2.6031019915996676e-05,4.065651428307697e-05,2.653577585137217e-06,4.7531110623485744e-05,2.9130591106897764e-05,4.4661549395328945e-05,2.8695612281568e-06,0.00021735874510656593,2.265938362635391e-05,1.5564668171976253e-05,2.193714951023914e-05,1.4842434055861484e-05,7.222341161147695e-07,0.00019469936148021203,0.00014277104370355342,0.00019457855644539236,0.00014265023866873375,1.2080503481966594e-07,0.00015833571187552967,0.0002165157059556315,0.00015749267272459523,8.430391509344355e-07,0.9167755738284502,0.03709700068074522,0.037123885273329015,0.03252834666189219,0.03255523125447598,0.004568654018853035,0.879678573147705,0.8796028957931208,0.29772295865052195,0.2976472812959377,0.581955614497183,0.9167267810664498,0.33025130531241415,0.33020251255041366,0.586524268516036,0.08296952906762027,0.003411492502279236,0.0033835078524682943,0.0030228370020771366,0.002994852352266195,0.0003886555002020993,0.07955803656534104,0.07959547552498594,0.027522759213236134,0.027560198172881044,0.0520352773521049,0.08297898337745424,0.030545596215313272,0.03055505052514724,0.052423932852306995,1.0,1.0
